*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Feb 16 20:54:40 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  8.15E-01 |  0.927285 |  0.927285 |     18.70 |     19.05 |  0.292523 |  0.309970 |  1.00E-02 |      0.12 | 
|         1 |        74 |  5.71E-01 |  0.931307 |  0.931307 |     21.77 |     21.99 |  0.104871 |  0.164549 |  1.00E-02 |      0.57 | 
|         1 |       111 |  4.47E-01 |  0.931557 |  0.931557 |     24.73 |     24.56 |  0.043114 |  0.061843 |  1.00E-02 |      1.07 | 
|         1 |       148 |  4.15E-01 |  0.933032 |  0.933032 |     25.78 |     25.30 |  0.320337 |  0.332493 |  9.99E-03 |      1.52 | 
|         1 |       185 |  3.63E-01 |  0.938459 |  0.938459 |     26.31 |     25.61 |  0.067531 |  0.093107 |  9.99E-03 |      2.01 | 
|         1 |       222 |  3.20E-01 |  0.941169 |  0.941169 |     27.11 |     26.16 |  0.128117 |  0.153918 |  9.98E-03 |      2.52 | 
|         1 |       259 |  2.89E-01 |  0.938841 |  0.941169 |     28.10 |     26.81 |  0.126162 |  0.138550 |  9.98E-03 |      3.04 | 
|         1 |       296 |  2.62E-01 |  0.939220 |  0.941169 |     29.21 |     27.89 |  0.187143 |  0.201350 |  9.97E-03 |      3.52 | 
|         1 |       333 |  2.48E-01 |  0.944058 |  0.944058 |     30.16 |     28.77 |  0.197376 |  0.262002 |  9.96E-03 |      4.05 | 
|         1 |       370 |  2.29E-01 |  0.935887 |  0.944058 |     30.60 |     28.99 |  0.067441 |  0.078748 |  9.95E-03 |      4.56 | 
|         1 |       407 |  2.15E-01 |  0.931368 |  0.944058 |     31.10 |     29.45 |  0.293993 |  0.229892 |  9.94E-03 |      5.07 | 
|         2 |        37 |  4.32E-02 |  0.935793 |  0.944058 |     31.68 |     27.35 |  0.159109 |  0.109945 |  9.93E-03 |      5.23 | 
|         2 |        74 |  5.54E-02 |  0.928710 |  0.944058 |     32.09 |     28.49 |  0.362574 |  0.369325 |  9.92E-03 |      5.78 | 
|         2 |       111 |  5.28E-02 |  0.933258 |  0.944058 |     31.71 |     28.08 |  0.132188 |  0.106473 |  9.91E-03 |      6.27 | 
|         2 |       148 |  4.92E-02 |  0.928186 |  0.944058 |     31.53 |     28.07 |  0.392565 |  0.375976 |  9.90E-03 |      6.73 | 
|         2 |       185 |  4.91E-02 |  0.931510 |  0.944058 |     31.23 |     27.96 |  0.148639 |  0.169022 |  9.88E-03 |      7.22 | 
|         2 |       222 |  5.90E-02 |  0.931285 |  0.944058 |     30.74 |     27.90 |  0.140825 |  0.142091 |  9.87E-03 |      7.69 | 
|         2 |       259 |  5.60E-02 |  0.918385 |  0.944058 |     29.98 |     27.24 |  0.137489 |  0.139559 |  9.85E-03 |      8.09 | 
|         2 |       296 |  5.54E-02 |  0.928598 |  0.944058 |     29.35 |     26.62 |  0.339200 |  0.340426 |  9.84E-03 |      8.51 | 
|         2 |       333 |  5.45E-02 |  0.934680 |  0.944058 |     28.86 |     26.11 |  0.246952 |  0.253298 |  9.82E-03 |      8.90 | 
|         2 |       370 |  5.63E-02 |  0.923587 |  0.944058 |     28.43 |     25.71 |  0.472586 |  0.450719 |  9.80E-03 |      9.29 | 
|         2 |       407 |  5.49E-02 |  0.924769 |  0.944058 |     28.15 |     25.44 |  0.110195 |  0.095140 |  9.78E-03 |      9.74 | 
|         3 |        37 |  2.24E-02 |  0.928825 |  0.944058 |     26.03 |     21.86 |  0.098497 |  0.070521 |  9.76E-03 |      9.87 | 
|         3 |        74 |  2.02E-02 |  0.923399 |  0.944058 |     25.72 |     21.69 |  0.096066 |  0.103569 |  9.74E-03 |     10.26 | 
|         3 |       111 |  4.34E-02 |  0.941486 |  0.944058 |     25.86 |     22.21 |  0.484885 |  0.382882 |  9.72E-03 |     10.65 | 
