*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 09:10:15 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  5.81E-01 |  0.928100 |  0.928100 |      8.00 |      7.00 |  0.048449 |  0.328413 |  9.99E-03 |      0.51 | 
|         1 |       286 |  6.19E-01 |  0.928675 |  0.928675 |      8.00 |      7.00 |  0.030401 |  0.569762 |  9.97E-03 |      2.06 | 
|         1 |       429 |  6.44E-01 |  0.928518 |  0.928675 |      8.00 |      7.00 |  0.131546 |  0.557144 |  9.93E-03 |      3.60 | 
|         1 |       572 |  6.13E-01 |  0.926705 |  0.928675 |      8.00 |      7.00 |  0.592049 |  0.444365 |  9.88E-03 |      5.15 | 
|         1 |       715 |  6.18E-01 |  0.923341 |  0.928675 |      8.00 |      7.00 |  1.692677 |  1.033443 |  9.82E-03 |      6.69 | 
|         1 |       858 |  5.86E-01 |  0.917674 |  0.928675 |      8.00 |      7.00 |  0.753748 |  0.555754 |  9.74E-03 |      8.25 | 
|         1 |      1001 |  6.03E-01 |  0.925242 |  0.928675 |      8.00 |      7.00 |  1.889464 |  1.001624 |  9.65E-03 |      9.80 | 
|         1 |      1144 |  5.86E-01 |  0.932920 |  0.932920 |      8.00 |      7.00 |  2.675868 |  1.797927 |  9.54E-03 |     11.35 | 
|         1 |      1287 |  5.75E-01 |  0.926577 |  0.932920 |      8.00 |      7.00 |  2.295800 |  1.219005 |  9.42E-03 |     12.94 | 
|         1 |      1430 |  5.68E-01 |  0.924804 |  0.932920 |      8.00 |      7.00 | 29.247755 |  0.612733 |  9.29E-03 |     14.50 | 
|         1 |      1573 |  5.67E-01 |  0.925890 |  0.932920 |      8.00 |      7.00 |  0.771859 |  0.449838 |  9.15E-03 |     16.05 | 
|         1 |      1579 |  5.67E-01 |  0.925734 |  0.932920 |      8.00 |      7.00 |  1.614489 |  0.735964 |  9.14E-03 |     17.18 | 
|         2 |       143 |  5.51E-01 |  0.924043 |  0.932920 |      8.00 |      7.00 |  0.908464 |  0.592712 |  8.98E-03 |     17.66 | 
|         2 |       286 |  6.00E-01 |  0.923401 |  0.932920 |      8.00 |      7.00 |  1.464923 |  0.639404 |  8.82E-03 |     19.20 | 
|         2 |       429 |  5.93E-01 |  0.926487 |  0.932920 |      8.00 |      7.00 |  3.017146 |  2.048058 |  8.64E-03 |     20.75 | 
|         2 |       572 |  5.84E-01 |  0.927289 |  0.932920 |      8.00 |      7.00 |  0.403513 |  0.701193 |  8.45E-03 |     22.29 | 
|         2 |       715 |  5.81E-01 |  0.928583 |  0.932920 |      8.00 |      7.00 |  0.472524 |  1.011534 |  8.25E-03 |     23.84 | 
|         2 |       858 |  5.68E-01 |  0.928872 |  0.932920 |      8.00 |      7.00 |  0.470764 |  1.474857 |  8.05E-03 |     25.39 | 
|         2 |      1001 |  5.80E-01 |  0.928344 |  0.932920 |      8.00 |      7.00 |  0.483889 |  2.189949 |  7.83E-03 |     26.94 | 
|         2 |      1144 |  5.82E-01 |  0.929709 |  0.932920 |      8.00 |      7.00 |  0.815522 |  0.805194 |  7.61E-03 |     28.49 | 
|         2 |      1287 |  5.86E-01 |  0.928207 |  0.932920 |      8.00 |      7.00 |  0.512533 |  3.236554 |  7.38E-03 |     30.05 | 
|         2 |      1430 |  5.85E-01 |  0.928048 |  0.932920 |      8.00 |      7.00 |  0.434959 |  1.744273 |  7.14E-03 |     31.61 | 
|         2 |      1573 |  5.86E-01 |  0.928571 |  0.932920 |      8.00 |      7.00 |  0.362444 |  0.672617 |  6.90E-03 |     33.25 | 
|         2 |      1579 |  5.86E-01 |  0.928290 |  0.932920 |      8.00 |      7.00 |  0.467280 |  1.890732 |  6.89E-03 |     34.38 | 
|         3 |       143 |  5.96E-01 |  0.928528 |  0.932920 |      8.00 |      7.00 |  0.271886 |  0.545871 |  6.65E-03 |     34.87 | 
|         3 |       286 |  5.85E-01 |  0.928535 |  0.932920 |      8.00 |      7.00 |  0.076553 |  0.902217 |  6.40E-03 |     36.43 | 
|         3 |       429 |  5.97E-01 |  0.927182 |  0.932920 |      8.00 |      7.00 |  0.194646 |  0.292789 |  6.14E-03 |     37.98 | 
