*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 14:19:15 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  7.03E-01 |  0.931022 |  0.931022 |     19.13 |     19.03 |  0.579401 |  0.647490 |  9.99E-03 |      1.07 | 
|         1 |       286 |  5.61E-01 |  0.930423 |  0.931022 |     19.38 |     19.21 |  1.091995 |  1.274274 |  9.97E-03 |      7.40 | 
|         1 |       429 |  5.19E-01 |  0.937169 |  0.937169 |     19.30 |     18.92 |  0.657192 |  0.477236 |  9.93E-03 |     13.92 | 
|         1 |       572 |  4.91E-01 |  0.934307 |  0.937169 |     19.29 |     18.80 |  0.633479 |  0.471732 |  9.88E-03 |     20.08 | 
|         1 |       715 |  4.62E-01 |  0.935432 |  0.937169 |     19.48 |     19.14 |  0.458403 |  0.322150 |  9.82E-03 |     26.24 | 
|         1 |       858 |  4.36E-01 |  0.938942 |  0.938942 |     19.75 |     19.44 |  1.013655 |  0.762497 |  9.74E-03 |     32.68 | 
|         1 |      1001 |  4.30E-01 |  0.926202 |  0.938942 |     20.23 |     19.96 |  4.997203 |  1.256831 |  9.65E-03 |     39.61 | 
|         1 |      1144 |  4.46E-01 |  0.946581 |  0.946581 |     21.29 |     20.90 | 19.719393 |  2.282583 |  9.54E-03 |     47.39 | 
|         1 |      1287 |  4.41E-01 |  0.935646 |  0.946581 |     21.72 |     21.32 |  0.495596 |  0.321178 |  9.42E-03 |     55.79 | 
|         1 |      1430 |  4.26E-01 |  0.944200 |  0.946581 |     22.07 |     21.62 |  0.736837 |  0.883565 |  9.29E-03 |     63.95 | 
|         1 |      1573 |  4.10E-01 |  0.944708 |  0.946581 |     22.44 |     21.94 |  0.572631 |  0.394440 |  9.15E-03 |     72.10 | 
|         1 |      1579 |  4.09E-01 |  0.944981 |  0.946581 |     22.47 |     21.97 |  0.645353 |  0.472678 |  9.14E-03 |     78.99 | 
|         2 |       143 |  3.52E-01 |  0.939764 |  0.946581 |     27.28 |     26.52 |  1.059711 |  0.794394 |  8.98E-03 |     80.25 | 
|         2 |       286 |  4.07E-01 |  0.937265 |  0.946581 |     27.59 |     27.24 |  1.231795 |  0.806343 |  8.82E-03 |     89.03 | 
|         2 |       429 |  3.73E-01 |  0.940226 |  0.946581 |     27.07 |     26.76 |  0.865213 |  0.643281 |  8.64E-03 |     98.31 | 
|         2 |       572 |  3.83E-01 |  0.944562 |  0.946581 |     29.74 |     29.28 |  2.329541 |  1.588447 |  8.45E-03 |    107.47 | 
|         2 |       715 |  3.61E-01 |  0.946313 |  0.946581 |     29.99 |     29.50 |  2.720003 |  1.767930 |  8.25E-03 |    117.37 | 
|         2 |       858 |  3.54E-01 |  0.944861 |  0.946581 |     29.96 |     29.49 |  1.286931 |  0.733471 |  8.05E-03 |    126.69 | 
|         2 |      1001 |  3.51E-01 |  0.949730 |  0.949730 |     30.94 |     30.40 |  0.848035 |  1.109623 |  7.83E-03 |    138.56 | 
|         2 |      1144 |  3.78E-01 |  0.931232 |  0.949730 |     31.64 |     31.04 | 32.534927 |  8.863094 |  7.61E-03 |    149.71 | 
|         2 |      1287 |  3.84E-01 |  0.928446 |  0.949730 |     31.67 |     31.10 |4540651.500000 |  1.821536 |  7.38E-03 |    161.14 | 
|         2 |      1430 |  4.63E+20 |  0.635826 |  0.949730 |     29.08 |     28.39 |2538577068032.000000 |1616098623488.000000 |  7.14E-03 |    164.00 | 
-------------------------------------------------------------------------------------------------------------------------------------
