*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 10:43:57 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.47E-01 |  0.936747 |  0.936747 |     10.95 |     10.97 |  0.073963 |  0.314504 |  1.00E-02 |      0.12 | 
|         1 |        74 |  9.89E-01 |  0.937323 |  0.937323 |     10.95 |     11.00 |  0.047079 |  0.233444 |  1.00E-02 |      0.44 | 
|         1 |       111 |  9.74E-01 |  0.937975 |  0.937975 |     10.95 |     11.00 |  0.022622 |  0.120723 |  1.00E-02 |      0.76 | 
|         1 |       148 |  9.73E-01 |  0.935486 |  0.937975 |     10.97 |     11.01 |  0.031113 |  0.163741 |  9.99E-03 |      1.08 | 
|         1 |       185 |  9.89E-01 |  0.934497 |  0.937975 |     10.98 |     11.04 |  0.076270 |  0.317554 |  9.99E-03 |      1.40 | 
|         1 |       222 |  9.88E-01 |  0.935775 |  0.937975 |     11.11 |     11.15 |  0.072104 |  0.296388 |  9.98E-03 |      1.72 | 
|         1 |       259 |  9.57E-01 |  0.937353 |  0.937975 |     11.35 |     11.35 |  0.241138 |  0.163219 |  9.98E-03 |      2.05 | 
|         1 |       296 |  9.21E-01 |  0.942120 |  0.942120 |     11.57 |     11.54 |  0.214664 |  0.189905 |  9.97E-03 |      2.40 | 
|         1 |       333 |  8.73E-01 |  0.943527 |  0.943527 |     11.81 |     11.71 |  0.281704 |  0.323396 |  9.96E-03 |      2.76 | 
|         1 |       370 |  8.32E-01 |  0.945782 |  0.945782 |     12.01 |     11.87 |  0.277953 |  0.140821 |  9.95E-03 |      3.11 | 
|         1 |       407 |  8.05E-01 |  0.950311 |  0.950311 |     12.18 |     12.03 |  0.329067 |  0.290896 |  9.94E-03 |      3.46 | 
|         2 |        37 |  4.93E-01 |  0.951859 |  0.951859 |     13.76 |     13.32 |  0.216070 |  0.167082 |  9.93E-03 |      3.59 | 
|         2 |        74 |  4.90E-01 |  0.954860 |  0.954860 |     13.84 |     13.38 |  0.735306 |  0.511685 |  9.92E-03 |      3.95 | 
|         2 |       111 |  4.78E-01 |  0.948617 |  0.954860 |     13.92 |     13.42 |  0.276883 |  0.293573 |  9.91E-03 |      4.32 | 
|         2 |       148 |  4.53E-01 |  0.936023 |  0.954860 |     13.99 |     13.41 |  0.455576 |  0.334595 |  9.90E-03 |      4.68 | 
|         2 |       185 |  4.35E-01 |  0.944300 |  0.954860 |     14.02 |     13.43 |  0.241238 |  0.299855 |  9.88E-03 |      5.04 | 
