*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 09:34:23 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  7.43E-01 |  0.880859 |  0.880859 |     18.36 |     18.03 |  1.302728 |  3.435175 |  1.00E-02 |      0.25 | 
|         1 |       148 |  5.37E-01 |  0.889127 |  0.889127 |     19.20 |     18.72 |  0.154387 |  0.390749 |  1.00E-02 |      0.95 | 
|         1 |       222 |  4.56E-01 |  0.879098 |  0.889127 |     19.77 |     19.25 |  0.331999 |  0.384347 |  1.00E-02 |      1.72 | 
|         1 |       296 |  3.78E-01 |  0.899715 |  0.899715 |     20.81 |     20.10 |  0.409395 |  0.671245 |  9.99E-03 |      2.49 | 
|         1 |       370 |  3.25E-01 |  0.902499 |  0.902499 |     21.02 |     20.18 |  0.407700 |  0.502576 |  9.99E-03 |      3.26 | 
|         1 |       444 |  2.86E-01 |  0.901562 |  0.902499 |     20.97 |     20.03 |  0.083639 |  0.081062 |  9.98E-03 |      4.00 | 
|         1 |       518 |  2.72E-01 |  0.898370 |  0.902499 |     20.84 |     19.83 |  0.426567 |  0.424354 |  9.98E-03 |      4.71 | 
|         1 |       592 |  2.46E-01 |  0.904454 |  0.904454 |     20.64 |     19.55 |  0.168033 |  0.156543 |  9.97E-03 |      5.40 | 
|         1 |       666 |  2.30E-01 |  0.894167 |  0.904454 |     20.49 |     19.34 |  0.309817 |  0.335429 |  9.96E-03 |      6.09 | 
|         1 |       740 |  2.13E-01 |  0.904385 |  0.904454 |     20.36 |     19.12 |  0.331002 |  0.262649 |  9.96E-03 |      6.77 | 
|         1 |       814 |  1.98E-01 |  0.902282 |  0.904454 |     20.24 |     18.96 |  0.257007 |  0.207600 |  9.95E-03 |      7.45 | 
|         1 |       823 |  1.97E-01 |  0.898299 |  0.904454 |     20.23 |     18.94 |  0.145545 |  0.147270 |  9.94E-03 |      7.96 | 
|         2 |        74 |  1.71E-01 |  0.904198 |  0.904454 |     19.22 |     17.78 |  0.166597 |  0.171603 |  9.93E-03 |      8.20 | 
|         2 |       148 |  1.09E-01 |  0.901587 |  0.904454 |     19.22 |     17.61 |  0.183591 |  0.141740 |  9.92E-03 |      8.91 | 
|         2 |       222 |  9.07E-02 |  0.894831 |  0.904454 |     19.25 |     17.51 |  0.237324 |  0.194424 |  9.91E-03 |      9.60 | 
|         2 |       296 |  8.21E-02 |  0.878472 |  0.904454 |     19.24 |     17.57 |  0.093242 |  0.070797 |  9.90E-03 |     10.31 | 
|         2 |       370 |  7.97E-02 |  0.895211 |  0.904454 |     19.22 |     17.65 |  0.126497 |  0.096629 |  9.88E-03 |     11.01 | 
|         2 |       444 |  7.45E-02 |  0.904847 |  0.904847 |     19.28 |     17.69 |  0.345846 |  0.256742 |  9.87E-03 |     11.72 | 
|         2 |       518 |  7.37E-02 |  0.877005 |  0.904847 |     19.29 |     17.79 |  0.429398 |  0.363846 |  9.85E-03 |     12.43 | 
|         2 |       592 |  7.50E-02 |  0.899378 |  0.904847 |     19.35 |     17.90 |  0.389863 |  0.296290 |  9.84E-03 |     13.13 | 
|         2 |       666 |  6.96E-02 |  0.894947 |  0.904847 |     19.45 |     17.98 |  0.157071 |  0.118905 |  9.82E-03 |     13.83 | 
|         2 |       740 |  6.56E-02 |  0.886283 |  0.904847 |     19.57 |     18.09 |  0.128135 |  0.079050 |  9.80E-03 |     14.55 | 
|         2 |       814 |  6.24E-02 |  0.893815 |  0.904847 |     19.66 |     18.18 |  0.160474 |  0.111053 |  9.78E-03 |     15.28 | 
|         2 |       823 |  6.19E-02 |  0.897427 |  0.904847 |     19.67 |     18.18 |  0.096739 |  0.070010 |  9.78E-03 |     15.80 | 
|         3 |        74 |  2.60E-02 |  0.901851 |  0.904847 |     20.73 |     18.72 |  0.100293 |  0.109126 |  9.76E-03 |     16.05 | 
|         3 |       148 |  3.29E-02 |  0.887693 |  0.904847 |     20.59 |     18.90 |  0.270054 |  0.237796 |  9.74E-03 |     16.80 | 
|         3 |       222 |  3.01E-02 |  0.897655 |  0.904847 |     20.64 |     18.92 |  0.115833 |  0.086070 |  9.72E-03 |     17.56 | 
|         3 |       296 |  2.77E-02 |  0.898765 |  0.904847 |     20.71 |     18.92 |  0.082207 |  0.060491 |  9.69E-03 |     18.30 | 
|         3 |       370 |  3.53E-02 |  0.891558 |  0.904847 |     20.77 |     18.96 |  0.988032 |  0.728630 |  9.67E-03 |     19.07 | 
|         3 |       444 |  3.72E-02 |  0.905620 |  0.905620 |     20.76 |     19.04 |  0.213556 |  0.158339 |  9.65E-03 |     19.82 | 
|         3 |       518 |  4.47E-02 |  0.899016 |  0.905620 |     20.78 |     19.13 |  0.189321 |  0.216327 |  9.62E-03 |     20.56 | 
|         3 |       592 |  4.45E-02 |  0.901347 |  0.905620 |     20.79 |     19.18 |  0.419330 |  0.378262 |  9.60E-03 |     21.30 | 
|         3 |       666 |  4.43E-02 |  0.898925 |  0.905620 |     20.84 |     19.27 |  0.177824 |  0.152388 |  9.57E-03 |     22.06 | 
|         3 |       740 |  4.34E-02 |  0.885082 |  0.905620 |     20.89 |     19.33 |  0.358601 |  0.268936 |  9.54E-03 |     22.84 | 
|         3 |       814 |  4.17E-02 |  0.892562 |  0.905620 |     20.94 |     19.36 |  0.157145 |  0.149576 |  9.51E-03 |     23.59 | 
|         3 |       823 |  4.15E-02 |  0.878853 |  0.905620 |     20.94 |     19.36 |  0.178661 |  0.131328 |  9.51E-03 |     24.15 | 
|         4 |        74 |  1.74E-02 |  0.893238 |  0.905620 |     21.59 |     19.62 |  0.174453 |  0.129714 |  9.48E-03 |     24.41 | 
|         4 |       148 |  1.67E-01 |  0.924731 |  0.924731 |     22.54 |     20.91 |  0.437933 |  0.411508 |  9.45E-03 |     25.20 | 
|         4 |       222 |  2.18E-01 |  0.884849 |  0.924731 |     22.27 |     20.75 |  1.060693 |  0.842881 |  9.42E-03 |     26.09 | 
|         4 |       296 |  1.83E-01 |  0.891103 |  0.924731 |     22.48 |     20.79 |  0.162727 |  0.122140 |  9.39E-03 |     26.88 | 
|         4 |       370 |  1.56E-01 |  0.903039 |  0.924731 |     22.77 |     20.84 |  0.169262 |  0.122721 |  9.36E-03 |     27.74 | 
|         4 |       444 |  1.39E-01 |  0.882646 |  0.924731 |     23.14 |     21.05 |  0.284557 |  0.205568 |  9.32E-03 |     28.66 | 
|         4 |       518 |  1.25E-01 |  0.900175 |  0.924731 |     23.36 |     21.08 |  0.267386 |  0.200436 |  9.29E-03 |     29.60 | 
|         4 |       592 |  1.18E-01 |  0.886388 |  0.924731 |     23.60 |     21.22 |  1.144727 |  0.415882 |  9.25E-03 |     30.55 | 
|         4 |       666 |  1.09E-01 |  0.900283 |  0.924731 |     23.77 |     21.24 |  0.194537 |  0.144064 |  9.22E-03 |     31.55 | 
|         4 |       740 |  1.02E-01 |  0.885614 |  0.924731 |     23.96 |     21.36 |  0.160351 |  0.103293 |  9.18E-03 |     32.56 | 
|         4 |       814 |  9.85E-02 |  0.898418 |  0.924731 |     24.23 |     21.53 |  0.911828 |  0.542257 |  9.15E-03 |     33.64 | 
|         4 |       823 |  9.79E-02 |  0.900361 |  0.924731 |     24.26 |     21.55 |  0.316590 |  0.299006 |  9.14E-03 |     34.50 | 
|         5 |        74 |  4.08E-02 |  0.883070 |  0.924731 |     27.30 |     23.39 |  0.262982 |  0.211618 |  9.10E-03 |     34.80 | 
|         5 |       148 |  3.99E-02 |  0.913059 |  0.924731 |     26.85 |     23.07 |  0.237606 |  0.125710 |  9.06E-03 |     35.78 | 
|         5 |       222 |  3.74E-02 |  0.903088 |  0.924731 |     26.84 |     22.99 |  0.096589 |  0.069880 |  9.03E-03 |     36.79 | 
|         5 |       296 |  4.11E-02 |  0.907224 |  0.924731 |     26.91 |     23.10 |  0.095955 |  0.070831 |  8.99E-03 |     37.76 | 
|         5 |       370 |  3.92E-02 |  0.901186 |  0.924731 |     27.05 |     23.27 |  0.176544 |  0.128924 |  8.94E-03 |     38.80 | 
|         5 |       444 |  3.84E-02 |  0.913357 |  0.924731 |     27.18 |     23.42 |  0.396567 |  0.307540 |  8.90E-03 |     39.82 | 
|         5 |       518 |  3.80E-02 |  0.901580 |  0.924731 |     27.30 |     23.59 |  0.170219 |  0.131590 |  8.86E-03 |     40.84 | 
|         5 |       592 |  4.06E-02 |  0.884844 |  0.924731 |     27.40 |     23.70 |  0.570478 |  0.355034 |  8.82E-03 |     41.82 | 
|         5 |       666 |  4.57E-02 |  0.905647 |  0.924731 |     27.50 |     23.93 |  0.270587 |  0.197828 |  8.78E-03 |     42.81 | 
|         5 |       740 |  5.32E-02 |  0.897305 |  0.924731 |     27.79 |     24.27 |  0.208696 |  0.177950 |  8.73E-03 |     43.80 | 
|         5 |       814 |  7.44E-02 |  0.904570 |  0.924731 |     28.10 |     24.69 |  0.379059 |  0.297168 |  8.69E-03 |     44.97 | 
|         5 |       823 |  7.49E-02 |  0.900256 |  0.924731 |     28.14 |     24.75 |  0.306808 |  0.251100 |  8.68E-03 |     45.70 | 
|         6 |        74 |  9.63E-02 |  0.913409 |  0.924731 |     31.88 |     29.99 |  0.305839 |  0.223508 |  8.64E-03 |     46.05 | 
|         6 |       148 |  6.81E-02 |  0.907100 |  0.924731 |     32.80 |     30.51 |  0.141055 |  0.102042 |  8.59E-03 |     47.16 | 
|         6 |       222 |  6.73E-02 |  0.914986 |  0.924731 |     33.19 |     30.96 |  0.256316 |  0.188267 |  8.54E-03 |     48.26 | 
|         6 |       296 |  5.97E-02 |  0.905020 |  0.924731 |     34.08 |     31.45 |  0.338921 |  0.255902 |  8.50E-03 |     49.47 | 
|         6 |       370 |  5.22E-02 |  0.912531 |  0.924731 |     34.58 |     31.71 |  0.162568 |  0.117288 |  8.45E-03 |     50.69 | 
|         6 |       444 |  5.53E-02 |  0.909290 |  0.924731 |     34.84 |     31.79 |  2.735234 |  1.726581 |  8.40E-03 |     51.90 | 
|         6 |       518 |  5.81E-02 |  0.888808 |  0.924731 |     35.49 |     32.39 |  0.352718 |  0.276547 |  8.35E-03 |     53.15 | 
|         6 |       592 |  6.55E-02 |  0.898940 |  0.924731 |     35.37 |     32.32 |  0.297253 |  0.215020 |  8.30E-03 |     54.39 | 
|         6 |       666 |  6.27E-02 |  0.891738 |  0.924731 |     35.40 |     32.35 |  0.216064 |  0.156638 |  8.25E-03 |     55.51 | 
|         6 |       740 |  5.90E-02 |  0.891258 |  0.924731 |     35.43 |     32.36 |  0.169422 |  0.140822 |  8.20E-03 |     56.65 | 
|         6 |       814 |  5.59E-02 |  0.882461 |  0.924731 |     35.51 |     32.34 |  0.276537 |  0.241650 |  8.15E-03 |     57.80 | 
|         6 |       823 |  5.56E-02 |  0.889292 |  0.924731 |     35.54 |     32.34 |  0.090713 |  0.066885 |  8.15E-03 |     58.64 | 
|         7 |        74 |  1.93E-02 |  0.884544 |  0.924731 |     37.28 |     31.85 |  0.197896 |  0.145698 |  8.09E-03 |     59.01 | 
|         7 |       148 |  7.83E-02 |  0.909026 |  0.924731 |     36.87 |     33.04 |  0.223009 |  0.169059 |  8.04E-03 |     60.15 | 
|         7 |       222 |  7.53E-02 |  0.908058 |  0.924731 |     37.25 |     33.75 |  0.163537 |  0.131893 |  7.99E-03 |     61.34 | 
|         7 |       296 |  7.54E-02 |  0.873728 |  0.924731 |     37.75 |     34.51 |  0.818835 |  0.607232 |  7.94E-03 |     62.56 | 
