*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 09:05:55 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.59E-01 |  0.869018 |  0.869018 |     19.64 |     19.32 |  0.270491 |  0.422212 |  1.00E-02 |      0.24 | 
|         1 |       148 |  4.58E-01 |  0.878518 |  0.878518 |     19.88 |     19.18 |  0.077255 |  0.093220 |  1.00E-02 |      0.94 | 
|         1 |       222 |  3.65E-01 |  0.883990 |  0.883990 |     19.92 |     19.03 |  0.199174 |  0.170672 |  1.00E-02 |      1.65 | 
|         1 |       296 |  3.03E-01 |  0.902636 |  0.902636 |     19.95 |     18.95 |  0.111604 |  0.226739 |  9.99E-03 |      2.35 | 
|         1 |       370 |  2.71E-01 |  0.908309 |  0.908309 |     19.98 |     18.95 |  0.196313 |  0.313778 |  9.99E-03 |      3.06 | 
|         1 |       444 |  2.50E-01 |  0.896159 |  0.908309 |     20.01 |     18.87 |  0.192274 |  0.193610 |  9.98E-03 |      3.77 | 
|         1 |       518 |  2.36E-01 |  0.907636 |  0.908309 |     20.06 |     18.84 |  0.439598 |  0.472253 |  9.98E-03 |      4.47 | 
|         1 |       592 |  2.19E-01 |  0.896600 |  0.908309 |     20.08 |     18.81 |  0.131840 |  0.123847 |  9.97E-03 |      5.17 | 
|         1 |       666 |  2.07E-01 |  0.899089 |  0.908309 |     20.09 |     18.78 |  0.208982 |  0.181198 |  9.96E-03 |      5.88 | 
|         1 |       740 |  1.93E-01 |  0.906261 |  0.908309 |     20.09 |     18.73 |  0.335013 |  0.311649 |  9.96E-03 |      6.57 | 
|         1 |       814 |  1.80E-01 |  0.911913 |  0.911913 |     20.08 |     18.69 |  0.202449 |  0.165933 |  9.95E-03 |      7.28 | 
|         1 |       823 |  1.79E-01 |  0.902828 |  0.911913 |     20.08 |     18.68 |  0.193535 |  0.155838 |  9.94E-03 |      7.77 | 
|         2 |        74 |  5.42E-02 |  0.895024 |  0.911913 |     20.08 |     18.28 |  0.246883 |  0.170255 |  9.93E-03 |      8.01 | 
|         2 |       148 |  8.20E-02 |  0.892132 |  0.911913 |     20.16 |     18.43 |  0.195847 |  0.183249 |  9.92E-03 |      8.71 | 
|         2 |       222 |  7.94E-02 |  0.908565 |  0.911913 |     20.26 |     18.48 |  0.378320 |  0.215840 |  9.91E-03 |      9.42 | 
|         2 |       296 |  7.76E-02 |  0.868788 |  0.911913 |     20.41 |     18.57 |  0.227541 |  0.231380 |  9.90E-03 |     10.13 | 
|         2 |       370 |  7.69E-02 |  0.895971 |  0.911913 |     20.51 |     18.68 |  0.338494 |  0.336541 |  9.88E-03 |     10.85 | 
