*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Feb 16 20:41:24 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  8.62E-01 |  0.936645 |  0.936645 |     16.27 |     16.54 |  0.157382 |  0.134522 |  1.00E-02 |      0.15 | 
|         1 |        74 |  6.35E-01 |  0.928478 |  0.936645 |     17.15 |     17.34 |  0.060559 |  0.127809 |  1.00E-02 |      0.59 | 
|         1 |       111 |  5.41E-01 |  0.933051 |  0.936645 |     16.89 |     16.84 |  0.087270 |  0.220461 |  1.00E-02 |      0.97 | 
|         1 |       148 |  4.87E-01 |  0.929043 |  0.936645 |     17.31 |     17.22 |  0.133917 |  0.406945 |  9.99E-03 |      1.38 | 
|         1 |       185 |  4.71E-01 |  0.937191 |  0.937191 |     17.99 |     17.88 |  1.487053 |  2.989529 |  9.99E-03 |      1.82 | 
|         1 |       222 |  4.43E-01 |  0.937776 |  0.937776 |     19.07 |     18.82 |  0.125797 |  0.099173 |  9.98E-03 |      2.34 | 
|         1 |       259 |  4.15E-01 |  0.936688 |  0.937776 |     20.03 |     19.64 |  0.130610 |  0.154778 |  9.98E-03 |      2.85 | 
|         1 |       296 |  3.79E-01 |  0.939254 |  0.939254 |     21.25 |     20.79 |  0.381173 |  0.414004 |  9.97E-03 |      3.39 | 
|         1 |       333 |  3.46E-01 |  0.936974 |  0.939254 |     22.10 |     21.33 |  0.211081 |  0.181388 |  9.96E-03 |      3.92 | 
|         1 |       370 |  3.22E-01 |  0.941570 |  0.941570 |     22.98 |     21.98 |  0.750356 |  0.760499 |  9.95E-03 |      4.48 | 
|         1 |       407 |  3.00E-01 |  0.938894 |  0.941570 |     23.76 |     22.57 |  0.331405 |  0.220435 |  9.94E-03 |      5.05 | 
|         2 |        37 |  8.41E-02 |  0.944289 |  0.944289 |     31.84 |     29.03 |  0.179907 |  0.198309 |  9.93E-03 |      5.27 | 
|         2 |        74 |  1.05E-01 |  0.946692 |  0.946692 |     32.49 |     29.28 |  0.428044 |  0.436342 |  9.92E-03 |      5.87 | 
|         2 |       111 |  9.64E-02 |  0.946224 |  0.946692 |     32.50 |     29.44 |  0.166875 |  0.171171 |  9.91E-03 |      6.46 | 
|         2 |       148 |  1.01E-01 |  0.941909 |  0.946692 |     32.02 |     29.02 |  0.254969 |  0.252100 |  9.90E-03 |      7.04 | 
