*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Mar  9 00:12:28 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  7.74E-01 |  0.876009 |  0.876009 |     16.58 |     16.58 |  1.713977 |  2.229233 |  1.00E-02 |      0.22 | 
|         1 |       148 |  5.26E-01 |  0.888889 |  0.888889 |     16.99 |     16.73 |  0.123275 |  0.232210 |  1.00E-02 |      0.86 | 
|         1 |       222 |  4.27E-01 |  0.877181 |  0.888889 |     17.32 |     16.86 |  0.304473 |  0.557121 |  1.00E-02 |      1.50 | 
|         1 |       296 |  3.87E-01 |  0.883364 |  0.888889 |     17.38 |     16.89 |  0.427834 |  0.360428 |  9.99E-03 |      2.16 | 
|         1 |       370 |  3.34E-01 |  0.901291 |  0.901291 |     17.41 |     16.82 |  0.285156 |  0.319196 |  9.99E-03 |      2.80 | 
|         1 |       444 |  2.93E-01 |  0.901300 |  0.901300 |     17.49 |     16.79 |  0.180203 |  0.180440 |  9.98E-03 |      3.45 | 
|         1 |       518 |  2.69E-01 |  0.897499 |  0.901300 |     17.56 |     16.80 |  0.257780 |  0.231566 |  9.98E-03 |      4.09 | 
|         1 |       592 |  2.47E-01 |  0.889047 |  0.901300 |     17.63 |     16.81 |  0.221848 |  0.220224 |  9.97E-03 |      4.74 | 
|         1 |       666 |  2.31E-01 |  0.901004 |  0.901300 |     17.68 |     16.81 |  0.297362 |  0.333539 |  9.96E-03 |      5.39 | 
|         1 |       740 |  2.14E-01 |  0.903736 |  0.903736 |     17.72 |     16.79 |  0.197606 |  0.172072 |  9.96E-03 |      6.05 | 
|         1 |       814 |  2.08E-01 |  0.905278 |  0.905278 |     17.75 |     16.82 |  0.434900 |  0.435097 |  9.95E-03 |      6.70 | 
|         1 |       823 |  2.06E-01 |  0.894220 |  0.905278 |     17.76 |     16.82 |  0.205408 |  0.184651 |  9.94E-03 |      7.19 | 
|         2 |        74 |  5.07E-02 |  0.891592 |  0.905278 |     18.24 |     16.84 |  0.459420 |  0.318377 |  9.93E-03 |      7.42 | 
|         2 |       148 |  5.94E-02 |  0.903483 |  0.905278 |     18.43 |     17.06 |  0.259171 |  0.224398 |  9.92E-03 |      8.07 | 
|         2 |       222 |  5.32E-02 |  0.893664 |  0.905278 |     18.56 |     17.05 |  0.227036 |  0.210935 |  9.91E-03 |      8.76 | 
|         2 |       296 |  6.47E-02 |  0.900606 |  0.905278 |     18.69 |     17.26 |  0.131079 |  0.121427 |  9.90E-03 |      9.44 | 
|         2 |       370 |  6.04E-02 |  0.897305 |  0.905278 |     18.91 |     17.40 |  0.187774 |  0.146669 |  9.88E-03 |     10.13 | 
|         2 |       444 |  5.81E-02 |  0.877871 |  0.905278 |     19.03 |     17.50 |  0.193839 |  0.154354 |  9.87E-03 |     10.82 | 
|         2 |       518 |  6.22E-02 |  0.899545 |  0.905278 |     19.11 |     17.63 |  0.272442 |  0.208766 |  9.85E-03 |     11.52 | 
|         2 |       592 |  5.98E-02 |  0.883357 |  0.905278 |     19.25 |     17.72 |  0.216927 |  0.164901 |  9.84E-03 |     12.22 | 
|         2 |       666 |  5.74E-02 |  0.870864 |  0.905278 |     19.39 |     17.81 |  0.259686 |  0.198105 |  9.82E-03 |     12.93 | 
|         2 |       740 |  5.53E-02 |  0.891664 |  0.905278 |     19.50 |     17.86 |  0.389163 |  0.344794 |  9.80E-03 |     13.64 | 
|         2 |       814 |  6.44E-02 |  0.876405 |  0.905278 |     19.59 |     18.00 |  0.746366 |  0.651930 |  9.78E-03 |     14.35 | 
|         2 |       823 |  6.58E-02 |  0.855177 |  0.905278 |     19.60 |     18.02 |  0.845147 |  0.733906 |  9.78E-03 |     14.88 | 
|         3 |        74 |  2.85E-01 |  0.889134 |  0.905278 |     22.59 |     21.74 |  0.310953 |  0.115536 |  9.76E-03 |     15.15 | 
|         3 |       148 |  1.95E-01 |  0.868151 |  0.905278 |     24.49 |     22.91 |  0.189132 |  0.122252 |  9.74E-03 |     15.97 | 
|         3 |       222 |  1.44E-01 |  0.874636 |  0.905278 |     24.94 |     22.73 |  0.266850 |  0.204808 |  9.72E-03 |     16.83 | 
