*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Wed Mar 13 07:55:09 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |       143 |  5.77E-01 |  0.932458 |  0.932458 |      6.00 |      5.00 |  1.073476 |  0.693721 |  9.99E-03 |      0.48 | 
|         1 |       286 |  5.36E-01 |  0.934411 |  0.934411 |      6.00 |      5.00 |  8.686925 |  2.180920 |  9.97E-03 |      2.02 | 
|         1 |       429 |  5.26E-01 |  0.924312 |  0.934411 |      6.00 |      5.00 |  1.783847 |  0.860481 |  9.93E-03 |      3.47 | 
|         1 |       572 |  5.27E-01 |  0.919486 |  0.934411 |      6.00 |      5.00 |  1.108698 |  0.782706 |  9.88E-03 |      4.90 | 
|         1 |       715 |  5.12E-01 |  0.926110 |  0.934411 |      6.00 |      5.00 |  0.512081 |  1.276324 |  9.82E-03 |      6.33 | 
|         1 |       858 |  5.39E-01 |  0.921721 |  0.934411 |      6.00 |      5.00 |  2.543382 |  1.955059 |  9.74E-03 |      7.76 | 
|         1 |      1001 |  5.49E-01 |  0.926458 |  0.934411 |      6.00 |      5.00 |  0.662799 |  2.088185 |  9.65E-03 |      9.19 | 
|         1 |      1144 |  5.59E-01 |  0.925804 |  0.934411 |      6.00 |      5.00 |  0.358338 |  2.312433 |  9.54E-03 |     10.65 | 
|         1 |      1287 |  5.54E-01 |  0.926427 |  0.934411 |      6.00 |      5.00 |  0.702922 |  2.398612 |  9.42E-03 |     12.11 | 
|         1 |      1430 |  5.47E-01 |  0.926021 |  0.934411 |      6.00 |      5.00 |  0.403838 |  0.875588 |  9.29E-03 |     13.55 | 
|         1 |      1573 |  5.49E-01 |  0.926060 |  0.934411 |      6.00 |      5.00 |  0.475077 |  1.740821 |  9.15E-03 |     14.97 | 
|         1 |      1579 |  5.49E-01 |  0.925581 |  0.934411 |      6.00 |      5.00 |  0.387306 |  1.949076 |  9.14E-03 |     16.03 | 
|         2 |       143 |  4.93E-01 |  0.924621 |  0.934411 |      6.00 |      5.00 |  0.790606 |  1.267998 |  8.98E-03 |     16.46 | 
|         2 |       286 |  5.07E-01 |  0.925601 |  0.934411 |      6.00 |      5.00 |  0.232253 |  1.667266 |  8.82E-03 |     17.88 | 
|         2 |       429 |  5.29E-01 |  0.926694 |  0.934411 |      6.00 |      5.00 |  0.332740 |  0.594764 |  8.64E-03 |     19.31 | 
|         2 |       572 |  5.33E-01 |  0.924372 |  0.934411 |      6.00 |      5.00 |  0.359920 |  0.507033 |  8.45E-03 |     20.76 | 
|         2 |       715 |  5.44E-01 |  0.924280 |  0.934411 |      6.00 |      5.00 |  0.816825 |  1.304883 |  8.25E-03 |     22.19 | 
|         2 |       858 |  5.37E-01 |  0.924340 |  0.934411 |      6.00 |      5.00 |  0.462759 |  0.751238 |  8.05E-03 |     23.61 | 
|         2 |      1001 |  5.51E-01 |  0.924190 |  0.934411 |      6.00 |      5.00 |  0.668719 |  3.143096 |  7.83E-03 |     25.04 | 
|         2 |      1144 |  5.55E-01 |  0.926052 |  0.934411 |      6.00 |      5.00 |  0.390878 |  1.867194 |  7.61E-03 |     26.47 | 
|         2 |      1287 |  5.89E-01 |  0.926739 |  0.934411 |      6.00 |      5.00 |  0.294878 |  0.709769 |  7.38E-03 |     27.90 | 
|         2 |      1430 |  5.76E-01 |  0.926753 |  0.934411 |      6.00 |      5.00 |  0.349607 |  1.153468 |  7.14E-03 |     29.32 | 
|         2 |      1573 |  5.83E-01 |  0.925699 |  0.934411 |      6.00 |      5.00 |  0.221279 |  0.526659 |  6.90E-03 |     30.75 | 
|         2 |      1579 |  5.83E-01 |  0.925508 |  0.934411 |      6.00 |      5.00 |  0.274502 |  1.527517 |  6.89E-03 |     31.80 | 
|         3 |       143 |  4.98E-01 |  0.926734 |  0.934411 |      6.00 |      5.00 |  0.621313 |  1.287445 |  6.65E-03 |     32.23 | 
|         3 |       286 |  5.10E-01 |  0.927073 |  0.934411 |      6.00 |      5.00 |  0.332540 |  0.717935 |  6.40E-03 |     33.66 | 
|         3 |       429 |  6.06E-01 |  0.926874 |  0.934411 |      6.00 |      5.00 |  0.665947 |  1.304831 |  6.14E-03 |     35.09 | 
|         3 |       572 |  6.09E-01 |  0.926979 |  0.934411 |      6.00 |      5.00 |  0.536068 |  1.109077 |  5.89E-03 |     36.52 | 
|         3 |       715 |  6.03E-01 |  0.926049 |  0.934411 |      6.00 |      5.00 |  0.372688 |  1.631784 |  5.63E-03 |     37.95 | 
|         3 |       858 |  6.06E-01 |  0.926042 |  0.934411 |      6.00 |      5.00 |  0.323087 |  2.116709 |  5.38E-03 |     39.38 | 
|         3 |      1001 |       NAN |-100000002004087734272.000000 |  0.934411 |      6.00 |      5.00 |       nan |       nan |  5.12E-03 |     40.81 | 
-------------------------------------------------------------------------------------------------------------------------------------
