*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 11:01:31 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.14E-01 |  0.938938 |  0.938938 |      9.97 |     10.05 |  0.062554 |  0.261896 |  1.00E-02 |      0.08 | 
|         1 |        74 |  9.29E-01 |  0.936302 |  0.938938 |      9.96 |     10.04 |  0.068896 |  0.273038 |  1.00E-02 |      0.32 | 
|         1 |       111 |  9.29E-01 |  0.937540 |  0.938938 |      9.97 |     10.03 |  0.111556 |  0.474541 |  1.00E-02 |      0.56 | 
|         1 |       148 |  9.29E-01 |  0.936354 |  0.938938 |     10.05 |     10.17 |  0.057678 |  0.225782 |  9.99E-03 |      0.81 | 
|         1 |       185 |  9.21E-01 |  0.923189 |  0.938938 |     10.37 |     10.39 |  0.356306 |  0.343002 |  9.99E-03 |      1.06 | 
|         1 |       222 |  8.35E-01 |  0.934738 |  0.938938 |     10.82 |     10.72 |  0.898017 |  0.256344 |  9.98E-03 |      1.33 | 
|         1 |       259 |  7.53E-01 |  0.936111 |  0.938938 |     11.17 |     10.92 |  0.205592 |  0.148955 |  9.98E-03 |      1.60 | 
|         1 |       296 |  6.81E-01 |  0.926773 |  0.938938 |     11.56 |     11.15 |  0.188791 |  0.149322 |  9.97E-03 |      1.89 | 
|         1 |       333 |  6.24E-01 |  0.913749 |  0.938938 |     11.91 |     11.32 |  0.186239 |  0.167858 |  9.96E-03 |      2.17 | 
|         1 |       370 |  5.76E-01 |  0.924575 |  0.938938 |     12.20 |     11.48 |  0.131874 |  0.195167 |  9.95E-03 |      2.46 | 
|         1 |       407 |  5.37E-01 |  0.921186 |  0.938938 |     12.44 |     11.60 |  0.895864 |  0.193360 |  9.94E-03 |      2.76 | 
|         2 |        37 |  1.23E-01 |  0.922675 |  0.938938 |     14.84 |     13.08 |  0.345570 |  0.280865 |  9.93E-03 |      2.85 | 
|         2 |        74 |  1.29E-01 |  0.935913 |  0.938938 |     15.11 |     13.58 |  0.294328 |  0.208895 |  9.92E-03 |      3.15 | 
