*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 18:54:42 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  7.80E-01 |  0.879341 |  0.879341 |     12.50 |     12.45 |  0.106331 |  0.150990 |  1.00E-02 |      0.14 | 
|         1 |       148 |  5.33E-01 |  0.886364 |  0.886364 |     12.75 |     12.59 |  0.296937 |  0.751704 |  1.00E-02 |      0.58 | 
|         1 |       222 |  4.53E-01 |  0.866527 |  0.886364 |     12.83 |     12.70 |  0.370756 |  0.339392 |  1.00E-02 |      1.01 | 
|         1 |       296 |  3.73E-01 |  0.899148 |  0.899148 |     12.94 |     12.69 |  0.147026 |  0.257688 |  9.99E-03 |      1.43 | 
|         1 |       370 |  3.19E-01 |  0.905473 |  0.905473 |     13.04 |     12.66 |  0.112000 |  0.086111 |  9.99E-03 |      1.85 | 
|         1 |       444 |  2.87E-01 |  0.901587 |  0.905473 |     13.13 |     12.65 |  0.079906 |  0.147259 |  9.98E-03 |      2.27 | 
|         1 |       518 |  2.61E-01 |  0.895000 |  0.905473 |     13.18 |     12.64 |  0.209039 |  0.251557 |  9.98E-03 |      2.70 | 
|         1 |       592 |  2.35E-01 |  0.900581 |  0.905473 |     13.26 |     12.61 |  0.256308 |  0.167125 |  9.97E-03 |      3.12 | 
|         1 |       666 |  2.16E-01 |  0.891281 |  0.905473 |     13.34 |     12.61 |  0.240790 |  0.369149 |  9.96E-03 |      3.54 | 
|         1 |       740 |  2.00E-01 |  0.903020 |  0.905473 |     13.40 |     12.61 |  0.102097 |  0.166315 |  9.96E-03 |      3.98 | 
|         1 |       814 |  1.86E-01 |  0.887912 |  0.905473 |     13.44 |     12.61 |  0.132685 |  0.147876 |  9.95E-03 |      4.41 | 
|         1 |       823 |  1.84E-01 |  0.886113 |  0.905473 |     13.44 |     12.61 |  0.105795 |  0.125288 |  9.94E-03 |      4.73 | 
|         2 |        74 |  5.64E-02 |  0.890968 |  0.905473 |     13.81 |     12.68 |  0.103537 |  0.108579 |  9.93E-03 |      4.86 | 
|         2 |       148 |  4.30E-02 |  0.888420 |  0.905473 |     13.80 |     12.61 |  0.120807 |  0.135560 |  9.92E-03 |      5.30 | 
|         2 |       222 |  4.24E-02 |  0.837569 |  0.905473 |     13.81 |     12.62 |  0.151578 |  0.195441 |  9.91E-03 |      5.73 | 
|         2 |       296 |  4.01E-02 |  0.823529 |  0.905473 |     13.76 |     12.62 |  0.227708 |  0.399071 |  9.90E-03 |      6.17 | 
|         2 |       370 |  3.91E-02 |  0.839137 |  0.905473 |     13.73 |     12.62 |  0.139869 |  0.152273 |  9.88E-03 |      6.61 | 
|         2 |       444 |  3.79E-02 |  0.823745 |  0.905473 |     13.73 |     12.59 |  0.266900 |  0.416571 |  9.87E-03 |      7.05 | 
|         2 |       518 |  4.49E-02 |  0.828998 |  0.905473 |     13.75 |     12.68 |  0.516690 |  0.465683 |  9.85E-03 |      7.49 | 
|         2 |       592 |  4.53E-02 |  0.905145 |  0.905473 |     13.77 |     12.71 |  0.072602 |  0.103790 |  9.84E-03 |      7.94 | 
|         2 |       666 |  4.93E-02 |  0.904449 |  0.905473 |     13.79 |     12.73 |  0.167965 |  0.201459 |  9.82E-03 |      8.38 | 
|         2 |       740 |  4.73E-02 |  0.871587 |  0.905473 |     13.80 |     12.72 |  0.083360 |  0.129443 |  9.80E-03 |      8.82 | 
|         2 |       814 |  4.64E-02 |  0.847015 |  0.905473 |     13.83 |     12.72 |  0.260503 |  0.210366 |  9.78E-03 |      9.26 | 
|         2 |       823 |  4.63E-02 |  0.913012 |  0.913012 |     13.83 |     12.73 |  0.165166 |  0.171617 |  9.78E-03 |      9.60 | 
|         3 |        74 |  3.73E-02 |  0.914431 |  0.914431 |     14.01 |     12.72 |  0.159816 |  0.160001 |  9.76E-03 |      9.73 | 
|         3 |       148 |  5.85E-02 |  0.863309 |  0.914431 |     13.99 |     12.89 |  0.092169 |  0.111309 |  9.74E-03 |     10.17 | 
|         3 |       222 |  5.81E-02 |  0.905578 |  0.914431 |     13.99 |     12.87 |  0.177350 |  0.209589 |  9.72E-03 |     10.62 | 
|         3 |       296 |  4.95E-02 |  0.903132 |  0.914431 |     13.96 |     12.77 |  0.316660 |  0.159731 |  9.69E-03 |     11.07 | 
|         3 |       370 |  4.57E-02 |  0.911304 |  0.914431 |     13.97 |     12.75 |  0.245730 |  0.367625 |  9.67E-03 |     11.51 | 
|         3 |       444 |  4.24E-02 |  0.881720 |  0.914431 |     13.97 |     12.73 |  0.066388 |  0.067443 |  9.65E-03 |     12.00 | 
|         3 |       518 |  4.93E-02 |  0.912594 |  0.914431 |     13.93 |     12.74 |  0.103713 |  0.142503 |  9.62E-03 |     12.46 | 
|         3 |       592 |  4.61E-02 |  0.894548 |  0.914431 |     13.90 |     12.69 |  0.113010 |  0.155398 |  9.60E-03 |     12.90 | 
|         3 |       666 |  4.30E-02 |  0.887288 |  0.914431 |     13.88 |     12.66 |  0.132590 |  0.122169 |  9.57E-03 |     13.35 | 
|         3 |       740 |  4.39E-02 |  0.890647 |  0.914431 |     13.85 |     12.65 |  0.098424 |  0.148609 |  9.54E-03 |     13.79 | 
|         3 |       814 |  4.20E-02 |  0.911817 |  0.914431 |     13.84 |     12.62 |  0.140647 |  0.213817 |  9.51E-03 |     14.22 | 
|         3 |       823 |  4.18E-02 |  0.896848 |  0.914431 |     13.84 |     12.61 |  0.275103 |  0.162896 |  9.51E-03 |     14.53 | 
|         4 |        74 |  2.18E-02 |  0.879774 |  0.914431 |     13.62 |     12.47 |  0.082856 |  0.101795 |  9.48E-03 |     14.67 | 
|         4 |       148 |  1.75E-02 |  0.859799 |  0.914431 |     13.74 |     12.39 |  0.260741 |  0.242409 |  9.45E-03 |     15.11 | 
|         4 |       222 |  2.01E-02 |  0.891806 |  0.914431 |     13.79 |     12.36 |  0.135349 |  0.136285 |  9.42E-03 |     15.55 | 
|         4 |       296 |  2.05E-02 |  0.890153 |  0.914431 |     13.83 |     12.46 |  0.228638 |  0.352478 |  9.39E-03 |     15.99 | 
|         4 |       370 |  2.05E-02 |  0.887669 |  0.914431 |     13.86 |     12.50 |  0.167316 |  0.183794 |  9.36E-03 |     16.43 | 
|         4 |       444 |  2.96E-02 |  0.880117 |  0.914431 |     13.87 |     12.60 |  0.108171 |  0.126369 |  9.32E-03 |     16.87 | 
|         4 |       518 |  2.85E-02 |  0.919805 |  0.919805 |     13.90 |     12.65 |  0.266311 |  0.332732 |  9.29E-03 |     17.34 | 
|         4 |       592 |  2.73E-02 |  0.893073 |  0.919805 |     13.92 |     12.68 |  0.076198 |  0.095306 |  9.25E-03 |     17.81 | 
|         4 |       666 |  2.92E-02 |  0.911848 |  0.919805 |     13.95 |     12.74 |  0.209629 |  0.098787 |  9.22E-03 |     18.30 | 
|         4 |       740 |  3.14E-02 |  0.895674 |  0.919805 |     13.97 |     12.79 |  0.227892 |  0.257199 |  9.18E-03 |     18.93 | 
|         4 |       814 |  3.04E-02 |  0.900281 |  0.919805 |     14.01 |     12.82 |  0.299349 |  0.086383 |  9.15E-03 |     19.50 | 
|         4 |       823 |  3.03E-02 |  0.912193 |  0.919805 |     14.01 |     12.83 |  0.482426 |  0.355823 |  9.14E-03 |     19.87 | 
|         5 |        74 |  5.30E-02 |  0.894490 |  0.919805 |     14.55 |     13.47 |  0.206570 |  0.212857 |  9.10E-03 |     20.08 | 
|         5 |       148 |  5.42E-02 |  0.915338 |  0.919805 |     14.55 |     13.50 |  0.096028 |  0.099204 |  9.06E-03 |     20.61 | 
|         5 |       222 |  4.33E-02 |  0.915254 |  0.919805 |     14.59 |     13.46 |  0.359638 |  0.163097 |  9.03E-03 |     21.05 | 
|         5 |       296 |  3.72E-02 |  0.909742 |  0.919805 |     14.59 |     13.47 |  0.211819 |  0.233218 |  8.99E-03 |     21.51 | 
|         5 |       370 |  3.34E-02 |  0.911796 |  0.919805 |     14.62 |     13.47 |  0.076729 |  0.100691 |  8.94E-03 |     21.96 | 
|         5 |       444 |  3.03E-02 |  0.899175 |  0.919805 |     14.67 |     13.49 |  0.131282 |  0.148880 |  8.90E-03 |     22.41 | 
|         5 |       518 |  3.17E-02 |  0.907120 |  0.919805 |     14.73 |     13.52 |  0.087043 |  0.079613 |  8.86E-03 |     22.87 | 
|         5 |       592 |  3.17E-02 |  0.906227 |  0.919805 |     14.79 |     13.59 |  0.229416 |  0.255082 |  8.82E-03 |     23.35 | 
|         5 |       666 |  3.04E-02 |  0.915948 |  0.919805 |     14.84 |     13.62 |  0.127545 |  0.168978 |  8.78E-03 |     23.81 | 
|         5 |       740 |  3.05E-02 |  0.889581 |  0.919805 |     14.87 |     13.65 |  0.173583 |  0.290628 |  8.73E-03 |     24.28 | 
|         5 |       814 |  3.04E-02 |  0.902256 |  0.919805 |     14.84 |     13.66 |  0.265122 |  0.289197 |  8.69E-03 |     24.74 | 
|         5 |       823 |  3.05E-02 |  0.903226 |  0.919805 |     14.84 |     13.67 |  0.371187 |  0.412933 |  8.68E-03 |     25.09 | 
|         6 |        74 |  4.01E-02 |  0.909887 |  0.919805 |     14.85 |     13.92 |  0.062881 |  0.044311 |  8.64E-03 |     25.24 | 
|         6 |       148 |  3.35E-02 |  0.900250 |  0.919805 |     14.95 |     13.80 |  0.218608 |  0.179949 |  8.59E-03 |     25.72 | 
|         6 |       222 |  3.55E-02 |  0.895855 |  0.919805 |     15.11 |     13.95 |  0.308975 |  0.214122 |  8.54E-03 |     26.18 | 
|         6 |       296 |  3.11E-02 |  0.909865 |  0.919805 |     15.22 |     14.00 |  0.103827 |  0.097894 |  8.50E-03 |     26.65 | 
|         6 |       370 |  2.90E-02 |  0.869863 |  0.919805 |     15.30 |     14.04 |  2.292081 |  0.465668 |  8.45E-03 |     27.13 | 
|         6 |       444 |  3.63E-02 |  0.905878 |  0.919805 |     15.35 |     14.13 |  0.214600 |  0.121689 |  8.40E-03 |     27.61 | 
|         6 |       518 |  3.82E-02 |  0.918957 |  0.919805 |     15.44 |     14.19 |  0.178439 |  0.187226 |  8.35E-03 |     28.10 | 
|         6 |       592 |  3.66E-02 |  0.902853 |  0.919805 |     15.54 |     14.20 |  0.259501 |  0.290740 |  8.30E-03 |     28.59 | 
|         6 |       666 |  3.40E-02 |  0.890165 |  0.919805 |     15.61 |     14.20 |  0.128576 |  0.119119 |  8.25E-03 |     29.08 | 
|         6 |       740 |  3.23E-02 |  0.895273 |  0.919805 |     15.68 |     14.21 |  0.137192 |  0.114791 |  8.20E-03 |     29.57 | 
|         6 |       814 |  3.08E-02 |  0.880935 |  0.919805 |     15.75 |     14.25 |  0.238310 |  0.239899 |  8.15E-03 |     30.09 | 
|         6 |       823 |  3.23E-02 |  0.909156 |  0.919805 |     15.76 |     14.26 |  0.688167 |  0.285354 |  8.15E-03 |     30.48 | 
|         7 |        74 |  1.88E-02 |  0.881650 |  0.919805 |     15.93 |     14.30 |  0.125240 |  0.068355 |  8.09E-03 |     30.64 | 
|         7 |       148 |  3.20E-02 |  0.912839 |  0.919805 |     16.09 |     14.32 |  0.174768 |  0.188233 |  8.04E-03 |     31.12 | 
|         7 |       222 |  3.45E-02 |  0.898373 |  0.919805 |     15.91 |     14.41 |  0.109150 |  0.147608 |  7.99E-03 |     31.60 | 
|         7 |       296 |  3.13E-02 |  0.894118 |  0.919805 |     15.80 |     14.41 |  0.116219 |  0.108059 |  7.94E-03 |     32.07 | 
|         7 |       370 |  3.05E-02 |  0.897711 |  0.919805 |     15.72 |     14.33 |  0.067068 |  0.039942 |  7.88E-03 |     32.54 | 
|         7 |       444 |  3.05E-02 |  0.911103 |  0.919805 |     15.75 |     14.38 |  0.146937 |  0.123764 |  7.83E-03 |     33.03 | 
|         7 |       518 |  3.40E-02 |  0.901890 |  0.919805 |     15.73 |     14.36 |  0.147556 |  0.172825 |  7.77E-03 |     33.52 | 
|         7 |       592 |  3.19E-02 |  0.901115 |  0.919805 |     15.72 |     14.30 |  0.211895 |  0.228230 |  7.72E-03 |     33.98 | 
|         7 |       666 |  2.98E-02 |  0.897491 |  0.919805 |     15.76 |     14.25 |  0.231296 |  0.206319 |  7.66E-03 |     34.46 | 
|         7 |       740 |  3.11E-02 |  0.879740 |  0.919805 |     15.75 |     14.24 |  0.152797 |  0.087575 |  7.61E-03 |     34.93 | 
|         7 |       814 |  3.09E-02 |  0.904937 |  0.919805 |     15.70 |     14.22 |  0.188353 |  0.179124 |  7.55E-03 |     35.40 | 
