*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 11:02:36 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  1.14E+00 |  0.933668 |  0.933668 |      9.89 |     10.08 |  0.064513 |  0.228597 |  1.00E-02 |      0.08 | 
|         1 |        74 |  1.08E+00 |  0.938142 |  0.938142 |      9.91 |     10.03 |  0.062373 |  0.235925 |  1.00E-02 |      0.33 | 
|         1 |       111 |  1.06E+00 |  0.934669 |  0.938142 |     10.05 |     10.06 |  0.058513 |  0.124506 |  1.00E-02 |      0.59 | 
|         1 |       148 |  1.00E+00 |  0.937321 |  0.938142 |     10.47 |     10.37 |  0.387966 |  0.141038 |  9.99E-03 |      0.85 | 
|         1 |       185 |  9.25E-01 |  0.941030 |  0.941030 |     10.78 |     10.58 |  0.147633 |  0.224313 |  9.99E-03 |      1.13 | 
|         1 |       222 |  8.62E-01 |  0.942639 |  0.942639 |     11.09 |     10.86 |  0.276800 |  0.254244 |  9.98E-03 |      1.40 | 
|         1 |       259 |  7.76E-01 |  0.931859 |  0.942639 |     11.54 |     11.24 |  0.239223 |  0.124710 |  9.98E-03 |      1.69 | 
|         1 |       296 |  7.24E-01 |  0.933530 |  0.942639 |     11.79 |     11.47 |  0.241130 |  0.124903 |  9.97E-03 |      1.99 | 
|         1 |       333 |  6.66E-01 |  0.921535 |  0.942639 |     11.92 |     11.54 |  0.165275 |  0.125292 |  9.96E-03 |      2.27 | 
|         1 |       370 |  6.15E-01 |  0.930925 |  0.942639 |     12.04 |     11.56 |  0.219463 |  0.104706 |  9.95E-03 |      2.56 | 
|         1 |       407 |  5.73E-01 |  0.920828 |  0.942639 |     12.13 |     11.57 |  0.343461 |  0.303379 |  9.94E-03 |      2.84 | 
|         2 |        37 |  1.72E-01 |  0.899118 |  0.942639 |     13.05 |     11.84 |  0.502563 |  0.312621 |  9.93E-03 |      2.94 | 
|         2 |        74 |  1.59E-01 |  0.917334 |  0.942639 |     13.04 |     11.74 |  0.463814 |  0.120910 |  9.92E-03 |      3.23 | 
|         2 |       111 |  1.52E-01 |  0.911298 |  0.942639 |     13.05 |     11.66 |  0.189075 |  0.071868 |  9.91E-03 |      3.50 | 
|         2 |       148 |  1.50E-01 |  0.895348 |  0.942639 |     13.04 |     11.68 |  0.481377 |  0.134604 |  9.90E-03 |      3.78 | 
|         2 |       185 |  1.47E-01 |  0.889017 |  0.942639 |     13.04 |     11.68 |  0.518806 |  0.132263 |  9.88E-03 |      4.06 | 
|         2 |       222 |  1.45E-01 |  0.882076 |  0.942639 |     13.04 |     11.68 |  0.303113 |  0.074239 |  9.87E-03 |      4.34 | 
|         2 |       259 |  1.44E-01 |  0.891926 |  0.942639 |     13.04 |     11.71 |  0.189227 |  0.097570 |  9.85E-03 |      4.62 | 
|         2 |       296 |  1.42E-01 |  0.893028 |  0.942639 |     13.05 |     11.74 |  0.242837 |  0.142142 |  9.84E-03 |      4.91 | 
