*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 11:03:43 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  1.06E+00 |  0.935351 |  0.935351 |      9.89 |     10.03 |  0.081414 |  0.269104 |  1.00E-02 |      0.08 | 
|         1 |        74 |  1.05E+00 |  0.937953 |  0.937953 |      9.93 |     10.05 |  0.085487 |  0.301910 |  1.00E-02 |      0.32 | 
|         1 |       111 |  1.00E+00 |  0.937333 |  0.937953 |     10.03 |     10.26 |  0.121725 |  0.446568 |  1.00E-02 |      0.56 | 
|         1 |       148 |  9.90E-01 |  0.922020 |  0.937953 |     10.40 |     10.51 |  0.201766 |  0.189489 |  9.99E-03 |      0.81 | 
|         1 |       185 |  9.17E-01 |  0.926897 |  0.937953 |     10.88 |     10.86 |  0.295854 |  0.459806 |  9.99E-03 |      1.07 | 
|         1 |       222 |  8.25E-01 |  0.926954 |  0.937953 |     11.39 |     11.19 |  0.213941 |  0.089383 |  9.98E-03 |      1.35 | 
|         1 |       259 |  7.43E-01 |  0.937222 |  0.937953 |     11.71 |     11.37 |  0.197075 |  0.143430 |  9.98E-03 |      1.62 | 
|         1 |       296 |  6.70E-01 |  0.932604 |  0.937953 |     11.92 |     11.49 |  0.388497 |  0.175074 |  9.97E-03 |      1.90 | 
|         1 |       333 |  6.12E-01 |  0.942072 |  0.942072 |     12.13 |     11.64 |  0.485846 |  0.258461 |  9.96E-03 |      2.18 | 
|         1 |       370 |  5.63E-01 |  0.955873 |  0.955873 |     12.36 |     11.79 |  0.989445 |  0.753230 |  9.95E-03 |      2.46 | 
|         1 |       407 |  5.21E-01 |  0.941501 |  0.955873 |     12.60 |     11.93 |  0.178553 |  0.214201 |  9.94E-03 |      2.75 | 
|         2 |        37 |  8.55E-02 |  0.920327 |  0.955873 |     15.11 |     13.46 |  0.344185 |  0.191508 |  9.93E-03 |      2.85 | 
|         2 |        74 |  7.73E-02 |  0.939974 |  0.955873 |     15.00 |     13.34 |  0.070774 |  0.040984 |  9.92E-03 |      3.14 | 
|         2 |       111 |  6.92E-02 |  0.928806 |  0.955873 |     15.00 |     13.23 |  0.132858 |  0.079823 |  9.91E-03 |      3.42 | 
|         2 |       148 |  6.45E-02 |  0.928528 |  0.955873 |     14.99 |     13.18 |  0.196058 |  0.057515 |  9.90E-03 |      3.71 | 
|         2 |       185 |  6.20E-02 |  0.925532 |  0.955873 |     15.00 |     13.21 |  0.237708 |  0.187609 |  9.88E-03 |      4.00 | 
|         2 |       222 |  6.00E-02 |  0.930345 |  0.955873 |     15.00 |     13.20 |  0.403686 |  0.153994 |  9.87E-03 |      4.29 | 
|         2 |       259 |  5.83E-02 |  0.929588 |  0.955873 |     15.00 |     13.20 |  0.291067 |  0.086470 |  9.85E-03 |      4.58 | 
|         2 |       296 |  5.58E-02 |  0.923372 |  0.955873 |     15.00 |     13.19 |  0.564619 |  0.131297 |  9.84E-03 |      4.87 | 
|         2 |       333 |  5.49E-02 |  0.924267 |  0.955873 |     15.00 |     13.17 |  0.145217 |  0.096380 |  9.82E-03 |      5.16 | 
|         2 |       370 |  5.41E-02 |  0.918392 |  0.955873 |     14.99 |     13.19 |  0.215853 |  0.212786 |  9.80E-03 |      5.45 | 
|         2 |       407 |  5.22E-02 |  0.914396 |  0.955873 |     14.99 |     13.18 |  0.131731 |  0.106872 |  9.78E-03 |      5.74 | 
|         3 |        37 |  3.75E-02 |  0.934654 |  0.955873 |     15.03 |     13.30 |  0.479751 |  0.085853 |  9.76E-03 |      5.84 | 
|         3 |        74 |  3.63E-02 |  0.915867 |  0.955873 |     15.03 |     13.28 |  0.712009 |  0.154993 |  9.74E-03 |      6.13 | 
|         3 |       111 |  3.63E-02 |  0.916552 |  0.955873 |     15.03 |     13.33 |  0.204313 |  0.086669 |  9.72E-03 |      6.43 | 
|         3 |       148 |  3.67E-02 |  0.930199 |  0.955873 |     15.04 |     13.35 |  0.822211 |  0.236342 |  9.69E-03 |      6.72 | 
|         3 |       185 |  3.74E-02 |  0.910018 |  0.955873 |     15.06 |     13.37 |  0.464142 |  0.088343 |  9.67E-03 |      7.02 | 
|         3 |       222 |  3.63E-02 |  0.898512 |  0.955873 |     15.06 |     13.40 |  0.373972 |  0.218091 |  9.65E-03 |      7.32 | 
|         3 |       259 |  3.60E-02 |  0.920981 |  0.955873 |     15.06 |     13.39 |  0.177345 |  0.119642 |  9.62E-03 |      7.62 | 
|         3 |       296 |  3.58E-02 |  0.923231 |  0.955873 |     15.07 |     13.40 |  0.207808 |  0.070226 |  9.59E-03 |      7.91 | 
|         3 |       333 |  3.50E-02 |  0.921497 |  0.955873 |     15.08 |     13.38 |  0.226446 |  0.081335 |  9.57E-03 |      8.21 | 
|         3 |       370 |  3.69E-02 |  0.916586 |  0.955873 |     15.08 |     13.41 |  0.123385 |  0.084436 |  9.54E-03 |      8.51 | 
|         3 |       407 |  3.61E-02 |  0.910436 |  0.955873 |     15.08 |     13.40 |  0.134307 |  0.083653 |  9.51E-03 |      8.80 | 
|         4 |        37 |  2.89E-02 |  0.933894 |  0.955873 |     15.19 |     13.35 |  1.312889 |  0.125397 |  9.48E-03 |      8.90 | 
|         4 |        74 |  2.96E-02 |  0.920444 |  0.955873 |     15.16 |     13.38 |  0.086064 |  0.054038 |  9.45E-03 |      9.20 | 
|         4 |       111 |  3.01E-02 |  0.919775 |  0.955873 |     15.23 |     13.43 |  0.190364 |  0.088937 |  9.42E-03 |      9.50 | 
|         4 |       148 |  2.99E-02 |  0.911431 |  0.955873 |     15.24 |     13.48 |  1.069318 |  0.262053 |  9.39E-03 |      9.80 | 
|         4 |       185 |  3.16E-02 |  0.899794 |  0.955873 |     15.23 |     13.54 |  0.073471 |  0.051206 |  9.35E-03 |     10.09 | 
|         4 |       222 |  3.14E-02 |  0.913451 |  0.955873 |     15.21 |     13.54 |  0.143388 |  0.091542 |  9.32E-03 |     10.40 | 
|         4 |       259 |  3.06E-02 |  0.905083 |  0.955873 |     15.21 |     13.51 |  0.136274 |  0.109843 |  9.29E-03 |     10.70 | 
|         4 |       296 |  3.03E-02 |  0.909961 |  0.955873 |     15.23 |     13.49 |  0.602895 |  0.158490 |  9.25E-03 |     11.00 | 
|         4 |       333 |  3.03E-02 |  0.909391 |  0.955873 |     15.24 |     13.50 |  0.137300 |  0.112914 |  9.21E-03 |     11.30 | 
|         4 |       370 |  2.97E-02 |  0.893755 |  0.955873 |     15.24 |     13.48 |  0.174561 |  0.099345 |  9.18E-03 |     11.60 | 
|         4 |       407 |  2.98E-02 |  0.909981 |  0.955873 |     15.23 |     13.49 |  0.142802 |  0.119288 |  9.14E-03 |     11.91 | 
|         5 |        37 |  2.54E-02 |  0.884944 |  0.955873 |     15.27 |     13.46 |  0.268712 |  0.107038 |  9.10E-03 |     12.01 | 
|         5 |        74 |  2.71E-02 |  0.908220 |  0.955873 |     15.28 |     13.49 |  0.163210 |  0.138015 |  9.06E-03 |     12.31 | 
|         5 |       111 |  2.72E-02 |  0.919532 |  0.955873 |     15.30 |     13.54 |  0.150838 |  0.069975 |  9.02E-03 |     12.61 | 
|         5 |       148 |  2.64E-02 |  0.893233 |  0.955873 |     15.30 |     13.48 |  0.174666 |  0.086634 |  8.98E-03 |     12.92 | 
|         5 |       185 |  2.66E-02 |  0.898256 |  0.955873 |     15.28 |     13.46 |  0.067036 |  0.039192 |  8.94E-03 |     13.22 | 
|         5 |       222 |  2.62E-02 |  0.906066 |  0.955873 |     15.27 |     13.44 |  0.176977 |  0.084597 |  8.90E-03 |     13.52 | 
|         5 |       259 |  2.66E-02 |  0.895953 |  0.955873 |     15.25 |     13.45 |  0.073808 |  0.050648 |  8.86E-03 |     13.83 | 
|         5 |       296 |  2.65E-02 |  0.916988 |  0.955873 |     15.25 |     13.44 |  0.751777 |  0.153140 |  8.82E-03 |     14.13 | 
