*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 19:02:07 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  6.76E-01 |  0.883738 |  0.883738 |     11.76 |     11.92 |  0.344123 |  0.417967 |  1.00E-02 |      0.14 | 
|         1 |       148 |  4.75E-01 |  0.881139 |  0.883738 |     12.32 |     12.13 |  0.130461 |  0.137525 |  1.00E-02 |      0.54 | 
|         1 |       222 |  3.81E-01 |  0.886253 |  0.886253 |     12.55 |     12.17 |  0.117239 |  0.136043 |  1.00E-02 |      0.95 | 
|         1 |       296 |  3.31E-01 |  0.894176 |  0.894176 |     12.66 |     12.19 |  0.401724 |  0.580943 |  9.99E-03 |      1.36 | 
|         1 |       370 |  2.90E-01 |  0.900390 |  0.900390 |     12.73 |     12.18 |  0.227938 |  0.347316 |  9.99E-03 |      1.78 | 
|         1 |       444 |  2.61E-01 |  0.897844 |  0.900390 |     12.77 |     12.17 |  0.478833 |  0.570485 |  9.98E-03 |      2.19 | 
|         1 |       518 |  2.35E-01 |  0.902996 |  0.902996 |     12.81 |     12.12 |  0.117362 |  0.209990 |  9.98E-03 |      2.59 | 
|         1 |       592 |  2.17E-01 |  0.905088 |  0.905088 |     12.83 |     12.07 |  0.140155 |  0.160543 |  9.97E-03 |      3.00 | 
|         1 |       666 |  2.00E-01 |  0.907224 |  0.907224 |     12.85 |     12.03 |  0.080304 |  0.078529 |  9.96E-03 |      3.41 | 
|         1 |       740 |  1.89E-01 |  0.898268 |  0.907224 |     12.86 |     11.99 |  0.463647 |  0.762589 |  9.96E-03 |      3.81 | 
|         1 |       814 |  1.82E-01 |  0.896159 |  0.907224 |     12.86 |     11.97 |  0.215120 |  0.170949 |  9.95E-03 |      4.22 | 
|         1 |       823 |  1.81E-01 |  0.898490 |  0.907224 |     12.86 |     11.97 |  0.406937 |  0.720768 |  9.94E-03 |      4.52 | 
|         2 |        74 |  5.36E-02 |  0.909936 |  0.909936 |     12.86 |     11.59 |  0.185963 |  0.170988 |  9.93E-03 |      4.66 | 
