*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 17:19:09 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  7.51E-01 |  0.901580 |  0.901580 |     12.01 |     11.96 |  0.290891 |  0.411683 |  1.00E-02 |      0.13 | 
|         1 |       148 |  5.33E-01 |  0.890883 |  0.901580 |     12.59 |     12.45 |  0.097676 |  0.189889 |  1.00E-02 |      0.55 | 
|         1 |       222 |  4.51E-01 |  0.893950 |  0.901580 |     12.83 |     12.56 |  0.090900 |  0.132226 |  1.00E-02 |      0.97 | 
|         1 |       296 |  3.63E-01 |  0.903907 |  0.903907 |     12.91 |     12.58 |  0.111223 |  0.112235 |  9.99E-03 |      1.39 | 
|         1 |       370 |  3.10E-01 |  0.905016 |  0.905016 |     12.98 |     12.55 |  0.229905 |  0.390899 |  9.99E-03 |      1.81 | 
|         1 |       444 |  2.71E-01 |  0.900035 |  0.905016 |     13.04 |     12.48 |  0.143830 |  0.248966 |  9.98E-03 |      2.23 | 
|         1 |       518 |  2.46E-01 |  0.901068 |  0.905016 |     13.08 |     12.43 |  0.379497 |  0.681779 |  9.98E-03 |      2.64 | 
|         1 |       592 |  2.23E-01 |  0.906485 |  0.906485 |     13.11 |     12.38 |  0.286541 |  0.453352 |  9.97E-03 |      3.06 | 
|         1 |       666 |  2.16E-01 |  0.893799 |  0.906485 |     13.15 |     12.37 |  0.314415 |  0.509540 |  9.96E-03 |      3.48 | 
|         1 |       740 |  2.01E-01 |  0.910007 |  0.910007 |     13.19 |     12.36 |  0.456862 |  0.212621 |  9.96E-03 |      3.90 | 
|         1 |       814 |  1.94E-01 |  0.895856 |  0.910007 |     13.22 |     12.37 |  0.189843 |  0.147468 |  9.95E-03 |      4.33 | 
|         1 |       823 |  1.93E-01 |  0.903528 |  0.910007 |     13.22 |     12.37 |  0.106929 |  0.183603 |  9.94E-03 |      4.64 | 
|         2 |        74 |  7.73E-02 |  0.904329 |  0.910007 |     13.72 |     12.42 |  0.157208 |  0.242468 |  9.93E-03 |      4.78 | 
