*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 10:13:56 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.79E-01 |  0.938282 |  0.938282 |     10.00 |      9.95 |  0.098728 |  0.424771 |  1.00E-02 |      0.08 | 
|         1 |        74 |  1.01E+00 |  0.939366 |  0.939366 |     10.04 |     10.03 |  0.069539 |  0.276341 |  1.00E-02 |      0.30 | 
|         1 |       111 |  9.88E-01 |  0.939396 |  0.939396 |     10.24 |     10.22 |  0.254619 |  0.407093 |  1.00E-02 |      0.53 | 
|         1 |       148 |  8.82E-01 |  0.938258 |  0.939396 |     10.71 |     10.60 |  0.611973 |  0.112602 |  9.99E-03 |      0.77 | 
|         1 |       185 |  7.95E-01 |  0.942198 |  0.942198 |     11.17 |     10.92 |  1.159979 |  0.609618 |  9.99E-03 |      1.03 | 
|         1 |       222 |  7.13E-01 |  0.938460 |  0.942198 |     11.62 |     11.27 |  0.718387 |  0.505286 |  9.98E-03 |      1.29 | 
|         1 |       259 |  6.42E-01 |  0.935284 |  0.942198 |     11.96 |     11.53 |  1.138650 |  0.347859 |  9.98E-03 |      1.55 | 
|         1 |       296 |  5.90E-01 |  0.939505 |  0.942198 |     12.28 |     11.78 |  0.755911 |  0.481325 |  9.97E-03 |      1.81 | 
|         1 |       333 |  5.59E-01 |  0.938263 |  0.942198 |     12.50 |     11.98 |  0.847199 |  0.480234 |  9.96E-03 |      2.08 | 
|         1 |       370 |  5.20E-01 |  0.934572 |  0.942198 |     12.60 |     12.02 |  0.338313 |  0.241416 |  9.95E-03 |      2.34 | 
|         1 |       407 |  4.91E-01 |  0.922751 |  0.942198 |     12.72 |     12.12 |  0.744842 |  0.255767 |  9.94E-03 |      2.61 | 
|         2 |        37 |  2.46E-01 |  0.931532 |  0.942198 |     13.05 |     12.38 |  0.759563 |  0.413784 |  9.93E-03 |      2.70 | 
|         2 |        74 |  2.07E-01 |  0.926012 |  0.942198 |     12.85 |     12.11 |  0.331623 |  0.184293 |  9.92E-03 |      2.95 | 
|         2 |       111 |  1.91E-01 |  0.907718 |  0.942198 |     12.86 |     11.97 |  0.550011 |  0.305975 |  9.91E-03 |      3.21 | 
|         2 |       148 |  1.84E-01 |  0.916812 |  0.942198 |     12.88 |     11.95 |  0.336776 |  0.149829 |  9.90E-03 |      3.46 | 
|         2 |       185 |  1.76E-01 |  0.911053 |  0.942198 |     12.88 |     11.83 |  0.274168 |  0.237396 |  9.88E-03 |      3.72 | 
|         2 |       222 |  1.70E-01 |  0.882838 |  0.942198 |     12.90 |     11.77 |  0.351514 |  0.235462 |  9.87E-03 |      3.97 | 
|         2 |       259 |  1.65E-01 |  0.891780 |  0.942198 |     12.92 |     11.75 |  0.409327 |  0.201882 |  9.85E-03 |      4.23 | 
|         2 |       296 |  1.61E-01 |  0.910434 |  0.942198 |     12.93 |     11.78 |  0.868191 |  0.568730 |  9.84E-03 |      4.49 | 
|         2 |       333 |  1.59E-01 |  0.887147 |  0.942198 |     12.93 |     11.77 |  0.278178 |  0.201687 |  9.82E-03 |      4.76 | 
|         2 |       370 |  1.56E-01 |  0.911093 |  0.942198 |     12.94 |     11.79 |  0.108418 |  0.101110 |  9.80E-03 |      5.02 | 
|         2 |       407 |  1.53E-01 |  0.889833 |  0.942198 |     12.95 |     11.81 |  0.212708 |  0.082459 |  9.78E-03 |      5.28 | 
|         3 |        37 |  1.18E-01 |  0.895944 |  0.942198 |     13.24 |     12.08 |  1.169627 |  0.828040 |  9.76E-03 |      5.37 | 
|         3 |        74 |  1.20E-01 |  0.919654 |  0.942198 |     13.20 |     12.26 |  0.499611 |  0.473740 |  9.74E-03 |      5.63 | 
|         3 |       111 |  1.07E-01 |  0.931164 |  0.942198 |     13.18 |     12.28 |  0.304100 |  0.160653 |  9.72E-03 |      5.89 | 
|         3 |       148 |  9.63E-02 |  0.936638 |  0.942198 |     13.16 |     12.23 |  1.316670 |  0.594218 |  9.69E-03 |      6.13 | 
|         3 |       185 |  9.32E-02 |  0.936481 |  0.942198 |     13.15 |     12.22 |  1.386595 |  0.234882 |  9.67E-03 |      6.39 | 
|         3 |       222 |  9.07E-02 |  0.910996 |  0.942198 |     13.14 |     12.21 |  2.011424 |  1.206764 |  9.65E-03 |      6.63 | 
|         3 |       259 |  9.13E-02 |  0.939341 |  0.942198 |     13.10 |     12.15 |  0.261502 |  0.164556 |  9.62E-03 |      6.89 | 
