*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 10:14:57 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.74E-01 |  0.935716 |  0.935716 |      9.00 |      9.00 |  0.106519 |  0.300200 |  1.00E-02 |      0.08 | 
|         1 |        74 |  9.61E-01 |  0.938283 |  0.938283 |      9.00 |      9.03 |  0.080627 |  0.236747 |  1.00E-02 |      0.31 | 
|         1 |       111 |  9.59E-01 |  0.936620 |  0.938283 |      9.03 |      9.10 |  0.091945 |  0.301966 |  1.00E-02 |      0.54 | 
|         1 |       148 |  9.92E-01 |  0.933015 |  0.938283 |      9.18 |      9.26 |  0.120237 |  0.429228 |  9.99E-03 |      0.78 | 
|         1 |       185 |  9.66E-01 |  0.936283 |  0.938283 |      9.54 |      9.61 |  0.145097 |  0.314850 |  9.99E-03 |      1.02 | 
|         1 |       222 |  9.02E-01 |  0.932318 |  0.938283 |     10.08 |      9.96 |  0.126881 |  0.096827 |  9.98E-03 |      1.28 | 
|         1 |       259 |  8.14E-01 |  0.928748 |  0.938283 |     10.55 |     10.31 |  0.139252 |  0.094204 |  9.98E-03 |      1.53 | 
|         1 |       296 |  7.37E-01 |  0.925933 |  0.938283 |     10.97 |     10.58 |  0.378790 |  0.310697 |  9.97E-03 |      1.80 | 
|         1 |       333 |  6.73E-01 |  0.931757 |  0.938283 |     11.31 |     10.79 |  0.398101 |  0.204697 |  9.96E-03 |      2.08 | 
|         1 |       370 |  6.23E-01 |  0.927470 |  0.938283 |     11.58 |     10.95 |  0.201477 |  0.096650 |  9.95E-03 |      2.36 | 
|         1 |       407 |  5.83E-01 |  0.927954 |  0.938283 |     11.80 |     11.10 |  0.429994 |  0.165099 |  9.94E-03 |      2.63 | 
|         2 |        37 |  1.39E-01 |  0.923987 |  0.938283 |     13.97 |     12.57 |  0.353505 |  0.173510 |  9.93E-03 |      2.72 | 
|         2 |        74 |  1.38E-01 |  0.925293 |  0.938283 |     14.04 |     12.53 |  0.407008 |  0.243321 |  9.92E-03 |      3.00 | 
|         2 |       111 |  1.38E-01 |  0.917403 |  0.938283 |     14.06 |     12.58 |  0.178877 |  0.142032 |  9.91E-03 |      3.27 | 
|         2 |       148 |  1.40E-01 |  0.916910 |  0.938283 |     14.09 |     12.61 |  0.508834 |  0.225556 |  9.90E-03 |      3.54 | 
|         2 |       185 |  1.36E-01 |  0.920142 |  0.938283 |     14.12 |     12.68 |  1.168377 |  0.641104 |  9.88E-03 |      3.82 | 
|         2 |       222 |  1.30E-01 |  0.926647 |  0.938283 |     14.22 |     12.82 |  0.365374 |  0.200432 |  9.87E-03 |      4.09 | 
