*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 10:19:11 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  1.05E+00 |  0.936085 |  0.936085 |      9.00 |      9.03 |  0.119635 |  0.409311 |  1.00E-02 |      0.07 | 
|         1 |        74 |  1.00E+00 |  0.936786 |  0.936786 |      9.24 |      9.30 |  0.059656 |  0.208043 |  1.00E-02 |      0.29 | 
|         1 |       111 |  9.72E-01 |  0.935333 |  0.936786 |      9.64 |      9.63 |  0.312267 |  0.384174 |  1.00E-02 |      0.54 | 
|         1 |       148 |  8.92E-01 |  0.944959 |  0.944959 |     10.02 |      9.97 |  0.204227 |  0.174926 |  9.99E-03 |      0.79 | 
|         1 |       185 |  7.74E-01 |  0.933698 |  0.944959 |     10.42 |     10.19 |  0.319785 |  0.175896 |  9.99E-03 |      1.04 | 
|         1 |       222 |  6.84E-01 |  0.918993 |  0.944959 |     10.74 |     10.37 |  0.221821 |  0.199946 |  9.98E-03 |      1.29 | 
|         1 |       259 |  6.11E-01 |  0.927483 |  0.944959 |     10.93 |     10.46 |  0.185498 |  0.115411 |  9.98E-03 |      1.54 | 
|         1 |       296 |  5.54E-01 |  0.920331 |  0.944959 |     11.14 |     10.53 |  0.145790 |  0.080644 |  9.97E-03 |      1.79 | 
|         1 |       333 |  5.09E-01 |  0.909272 |  0.944959 |     11.31 |     10.58 |  0.259057 |  0.122210 |  9.96E-03 |      2.05 | 
|         1 |       370 |  4.73E-01 |  0.912993 |  0.944959 |     11.40 |     10.62 |  0.350055 |  0.169721 |  9.95E-03 |      2.30 | 
|         1 |       407 |  4.46E-01 |  0.909724 |  0.944959 |     11.47 |     10.66 |  0.349979 |  0.348455 |  9.94E-03 |      2.56 | 
|         2 |        37 |  1.57E-01 |  0.885242 |  0.944959 |     12.00 |     11.00 |  0.121341 |  0.083308 |  9.93E-03 |      2.64 | 
|         2 |        74 |  1.46E-01 |  0.917105 |  0.944959 |     12.12 |     11.05 |  1.187793 |  0.582945 |  9.92E-03 |      2.90 | 
|         2 |       111 |  1.31E-01 |  0.924124 |  0.944959 |     12.26 |     11.06 |  0.103345 |  0.130642 |  9.91E-03 |      3.16 | 
|         2 |       148 |  1.11E-01 |  0.938139 |  0.944959 |     12.45 |     11.11 |  0.277928 |  0.153080 |  9.90E-03 |      3.41 | 
|         2 |       185 |  1.06E-01 |  0.919535 |  0.944959 |     12.54 |     11.21 |  0.204256 |  0.157388 |  9.88E-03 |      3.66 | 
|         2 |       222 |  9.75E-02 |  0.926941 |  0.944959 |     12.61 |     11.25 |  0.215544 |  0.178323 |  9.87E-03 |      3.91 | 
|         2 |       259 |  9.25E-02 |  0.928783 |  0.944959 |     12.65 |     11.28 |  0.111134 |  0.084876 |  9.85E-03 |      4.17 | 
|         2 |       296 |  9.08E-02 |  0.936670 |  0.944959 |     12.68 |     11.32 |  0.380909 |  0.116458 |  9.84E-03 |      4.42 | 
|         2 |       333 |  8.51E-02 |  0.920635 |  0.944959 |     12.71 |     11.32 |  0.103338 |  0.065157 |  9.82E-03 |      4.67 | 
|         2 |       370 |  8.06E-02 |  0.927995 |  0.944959 |     12.74 |     11.36 |  0.189430 |  0.075573 |  9.80E-03 |      4.92 | 
|         2 |       407 |  7.64E-02 |  0.922801 |  0.944959 |     12.76 |     11.37 |  0.151026 |  0.085887 |  9.78E-03 |      5.18 | 
|         3 |        37 |  5.35E-02 |  0.928450 |  0.944959 |     13.00 |     11.97 |  0.177299 |  0.102002 |  9.76E-03 |      5.27 | 
