*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Sat Feb 17 10:11:50 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.47E-01 |  0.935280 |  0.935280 |     10.00 |     10.16 |  0.102810 |  0.407017 |  1.00E-02 |      0.08 | 
|         1 |        74 |  9.76E-01 |  0.919568 |  0.935280 |     10.43 |     10.57 |  0.186991 |  0.318548 |  1.00E-02 |      0.31 | 
|         1 |       111 |  8.80E-01 |  0.940047 |  0.940047 |     11.14 |     11.05 |  0.152377 |  0.189082 |  1.00E-02 |      0.55 | 
|         1 |       148 |  8.04E-01 |  0.936251 |  0.940047 |     11.66 |     11.32 |  0.137506 |  0.178023 |  9.99E-03 |      0.79 | 
|         1 |       185 |  7.36E-01 |  0.924737 |  0.940047 |     12.15 |     11.66 |  0.147610 |  0.179971 |  9.99E-03 |      1.06 | 
|         1 |       222 |  6.69E-01 |  0.934770 |  0.940047 |     12.43 |     11.89 |  0.383703 |  0.221944 |  9.98E-03 |      1.35 | 
|         1 |       259 |  6.03E-01 |  0.929884 |  0.940047 |     12.52 |     11.94 |  0.489912 |  0.411605 |  9.98E-03 |      1.63 | 
|         1 |       296 |  5.51E-01 |  0.920070 |  0.940047 |     12.59 |     11.96 |  0.247681 |  0.077867 |  9.97E-03 |      1.90 | 
|         1 |       333 |  5.10E-01 |  0.905834 |  0.940047 |     12.65 |     11.95 |  0.212652 |  0.108130 |  9.96E-03 |      2.18 | 
|         1 |       370 |  4.75E-01 |  0.921226 |  0.940047 |     12.69 |     11.95 |  0.167102 |  0.048121 |  9.95E-03 |      2.45 | 
|         1 |       407 |  4.47E-01 |  0.914993 |  0.940047 |     12.71 |     11.95 |  0.233530 |  0.162366 |  9.94E-03 |      2.72 | 
|         2 |        37 |  1.58E-01 |  0.917624 |  0.940047 |     12.95 |     11.95 |  0.181434 |  0.163464 |  9.93E-03 |      2.82 | 
|         2 |        74 |  1.57E-01 |  0.901467 |  0.940047 |     13.08 |     11.96 |  0.300175 |  0.139829 |  9.92E-03 |      3.13 | 
|         2 |       111 |  1.50E-01 |  0.923247 |  0.940047 |     13.06 |     11.93 |  0.237941 |  0.171650 |  9.91E-03 |      3.40 | 
|         2 |       148 |  1.49E-01 |  0.916185 |  0.940047 |     13.07 |     11.93 |  0.177279 |  0.108347 |  9.90E-03 |      3.67 | 
|         2 |       185 |  1.54E-01 |  0.885104 |  0.940047 |     13.06 |     11.95 |  0.109294 |  0.099155 |  9.88E-03 |      3.94 | 
|         2 |       222 |  1.48E-01 |  0.844440 |  0.940047 |     13.10 |     11.94 |  0.190801 |  0.160321 |  9.87E-03 |      4.21 | 
|         2 |       259 |  1.48E-01 |  0.854391 |  0.940047 |     13.11 |     11.94 |  0.084255 |  0.042748 |  9.85E-03 |      4.48 | 
|         2 |       296 |  1.44E-01 |  0.877105 |  0.940047 |     13.09 |     11.92 |  0.183043 |  0.135557 |  9.84E-03 |      4.75 | 
|         2 |       333 |  1.41E-01 |  0.892768 |  0.940047 |     13.09 |     11.90 |  0.210509 |  0.157486 |  9.82E-03 |      5.02 | 
|         2 |       370 |  1.38E-01 |  0.920933 |  0.940047 |     13.09 |     11.91 |  0.221320 |  0.163080 |  9.80E-03 |      5.29 | 
|         2 |       407 |  1.32E-01 |  0.920632 |  0.940047 |     13.10 |     11.94 |  0.867966 |  0.494930 |  9.78E-03 |      5.60 | 
|         3 |        37 |  6.43E-02 |  0.928606 |  0.940047 |     13.35 |     12.24 |  0.118840 |  0.093787 |  9.76E-03 |      5.69 | 
|         3 |        74 |  5.23E-02 |  0.924422 |  0.940047 |     13.41 |     12.16 |  0.357815 |  0.108808 |  9.74E-03 |      5.95 | 
|         3 |       111 |  4.82E-02 |  0.912773 |  0.940047 |     13.37 |     12.14 |  0.233099 |  0.183749 |  9.72E-03 |      6.21 | 
|         3 |       148 |  5.09E-02 |  0.928984 |  0.940047 |     13.39 |     12.18 |  0.092386 |  0.076492 |  9.69E-03 |      6.48 | 
|         3 |       185 |  4.80E-02 |  0.936227 |  0.940047 |     13.38 |     12.18 |  0.320967 |  0.126424 |  9.67E-03 |      6.75 | 
|         3 |       222 |  4.60E-02 |  0.932210 |  0.940047 |     13.40 |     12.19 |  0.124298 |  0.123914 |  9.65E-03 |      7.04 | 
|         3 |       259 |  4.46E-02 |  0.918720 |  0.940047 |     13.44 |     12.19 |  0.342334 |  0.200648 |  9.62E-03 |      7.32 | 
|         3 |       296 |  4.28E-02 |  0.925800 |  0.940047 |     13.45 |     12.19 |  0.106662 |  0.078022 |  9.59E-03 |      7.59 | 
|         3 |       333 |  4.24E-02 |  0.922765 |  0.940047 |     13.45 |     12.18 |  0.495051 |  0.380215 |  9.57E-03 |      7.86 | 
