*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Feb 16 19:16:59 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.44E-01 |  0.936648 |  0.936648 |      8.00 |      7.00 |  0.063260 |  0.240166 |  1.00E-02 |      0.12 | 
|         1 |        74 |  9.79E-01 |  0.939257 |  0.939257 |      8.00 |      7.00 |  0.053288 |  0.210187 |  1.00E-02 |      0.35 | 
|         1 |       111 |  9.67E-01 |  0.934685 |  0.939257 |      8.00 |      7.00 |  0.046893 |  0.223410 |  1.00E-02 |      0.57 | 
|         1 |       148 |  9.40E-01 |  0.907305 |  0.939257 |      8.00 |      7.00 |  0.191020 |  0.245778 |  9.99E-03 |      0.80 | 
|         1 |       185 |  8.86E-01 |  0.915673 |  0.939257 |      8.00 |      7.00 |  0.228574 |  0.241096 |  9.99E-03 |      1.02 | 
|         1 |       222 |  8.60E-01 |  0.890100 |  0.939257 |      8.00 |      7.00 |  0.212493 |  0.375232 |  9.98E-03 |      1.24 | 
|         1 |       259 |  8.20E-01 |  0.917592 |  0.939257 |      8.00 |      7.00 |  1.842718 |  0.211104 |  9.98E-03 |      1.46 | 
|         1 |       296 |  7.93E-01 |  0.929845 |  0.939257 |      8.00 |      7.00 |  0.851165 |  0.450627 |  9.97E-03 |      1.67 | 
|         1 |       333 |  7.51E-01 |  0.917375 |  0.939257 |      8.00 |      7.00 |  0.606423 |  0.514029 |  9.96E-03 |      1.89 | 
|         1 |       370 |  7.01E-01 |  0.942264 |  0.942264 |      8.00 |      7.00 |  0.101898 |  0.096434 |  9.95E-03 |      2.11 | 
|         1 |       407 |  6.54E-01 |  0.922028 |  0.942264 |      8.00 |      7.00 |  0.185605 |  0.111331 |  9.94E-03 |      2.34 | 
|         2 |        37 |  1.57E-01 |  0.913382 |  0.942264 |      8.00 |      7.00 |  0.086500 |  0.035228 |  9.93E-03 |      2.46 | 
|         2 |        74 |  1.73E-01 |  0.885123 |  0.942264 |      8.00 |      7.00 |  2.310077 |  1.628838 |  9.92E-03 |      2.69 | 
|         2 |       111 |  1.68E-01 |  0.876557 |  0.942264 |      8.00 |      7.00 |  0.316634 |  0.182270 |  9.91E-03 |      2.92 | 
|         2 |       148 |  1.60E-01 |  0.897774 |  0.942264 |      8.00 |      7.00 |  0.115527 |  0.180403 |  9.90E-03 |      3.15 | 
|         2 |       185 |  1.57E-01 |  0.908661 |  0.942264 |      8.00 |      7.00 |  0.208099 |  0.151354 |  9.88E-03 |      3.38 | 
|         2 |       222 |  1.53E-01 |  0.872827 |  0.942264 |      8.00 |      7.00 |  0.126224 |  0.112340 |  9.87E-03 |      3.61 | 
|         2 |       259 |  1.49E-01 |  0.888300 |  0.942264 |      8.00 |      7.00 |  0.096310 |  0.062105 |  9.85E-03 |      3.84 | 
|         2 |       296 |  1.48E-01 |  0.875583 |  0.942264 |      8.00 |      7.00 |  0.224472 |  0.168339 |  9.84E-03 |      4.07 | 
|         2 |       333 |  1.45E-01 |  0.906900 |  0.942264 |      8.00 |      7.00 |  0.136253 |  0.110228 |  9.82E-03 |      4.30 | 
|         2 |       370 |  1.42E-01 |  0.885476 |  0.942264 |      8.00 |      7.00 |  0.297870 |  0.221004 |  9.80E-03 |      4.52 | 
|         2 |       407 |  1.40E-01 |  0.894935 |  0.942264 |      8.00 |      7.00 |  0.316714 |  0.169109 |  9.78E-03 |      4.74 | 
|         3 |        37 |  1.11E-01 |  0.899776 |  0.942264 |      8.00 |      7.00 |  0.124093 |  0.115845 |  9.76E-03 |      4.86 | 
|         3 |        74 |  1.10E-01 |  0.896583 |  0.942264 |      8.00 |      7.00 |  0.259103 |  0.186267 |  9.74E-03 |      5.08 | 
|         3 |       111 |  1.13E-01 |  0.932251 |  0.942264 |      8.00 |      7.00 |  0.684643 |  0.216196 |  9.72E-03 |      5.29 | 
|         3 |       148 |  1.13E-01 |  0.923311 |  0.942264 |      8.00 |      7.00 |  0.247666 |  0.121727 |  9.69E-03 |      5.51 | 
|         3 |       185 |  1.11E-01 |  0.937465 |  0.942264 |      8.00 |      7.00 |  0.995889 |  0.728452 |  9.67E-03 |      5.72 | 
|         3 |       222 |  1.18E-01 |  0.916280 |  0.942264 |      8.00 |      7.00 |  1.175397 |  0.708320 |  9.65E-03 |      5.93 | 
|         3 |       259 |  2.17E-01 |  0.916095 |  0.942264 |      8.00 |      7.00 |  0.297555 |  0.414425 |  9.62E-03 |      6.14 | 
|         3 |       296 |  2.32E-01 |  0.937859 |  0.942264 |      8.00 |      7.00 |  0.619253 |  0.536944 |  9.59E-03 |      6.35 | 
|         3 |       333 |  2.33E-01 |  0.936712 |  0.942264 |      8.00 |      7.00 |  0.210067 |  0.193262 |  9.57E-03 |      6.56 | 
|         3 |       370 |  2.35E-01 |  0.928484 |  0.942264 |      8.00 |      7.00 |  0.183053 |  0.211819 |  9.54E-03 |      6.77 | 
|         3 |       407 |  2.31E-01 |  0.898806 |  0.942264 |      8.00 |      7.00 |  1.376227 |  1.443494 |  9.51E-03 |      6.98 | 
|         4 |        37 |  4.03E-01 |  0.939029 |  0.942264 |      8.00 |      7.00 |  0.454382 |  0.457195 |  9.48E-03 |      7.10 | 
|         4 |        74 |  4.28E-01 |  0.940368 |  0.942264 |      8.00 |      7.00 |  0.535842 |  0.619916 |  9.45E-03 |      7.32 | 
|         4 |       111 |  4.50E-01 |  0.944722 |  0.944722 |      8.00 |      7.00 |  0.493320 |  0.757124 |  9.42E-03 |      7.54 | 
|         4 |       148 |  4.41E-01 |  0.926880 |  0.944722 |      8.00 |      7.00 |  1.917568 |  0.961356 |  9.39E-03 |      7.76 | 
|         4 |       185 |  4.02E-01 |  0.939083 |  0.944722 |      8.00 |      7.00 |  1.383591 |  0.705319 |  9.35E-03 |      7.97 | 
|         4 |       222 |  3.78E-01 |  0.936063 |  0.944722 |      8.00 |      7.00 |  1.253209 |  0.658823 |  9.32E-03 |      8.19 | 
|         4 |       259 |  3.58E-01 |  0.937847 |  0.944722 |      8.00 |      7.00 |  0.334938 |  0.386252 |  9.29E-03 |      8.40 | 
|         4 |       296 |  3.36E-01 |  0.934561 |  0.944722 |      8.00 |      7.00 |  1.360920 |  0.690683 |  9.25E-03 |      8.61 | 
|         4 |       333 |  3.21E-01 |  0.932999 |  0.944722 |      8.00 |      7.00 |  0.469666 |  0.231266 |  9.21E-03 |      8.83 | 
|         4 |       370 |  3.07E-01 |  0.928941 |  0.944722 |      8.00 |      7.00 |  0.387926 |  0.248540 |  9.18E-03 |      9.04 | 
|         4 |       407 |  2.95E-01 |  0.912181 |  0.944722 |      8.00 |      7.00 |  0.249469 |  0.185661 |  9.14E-03 |      9.26 | 
|         5 |        37 |  1.48E-01 |  0.921405 |  0.944722 |      8.00 |      7.00 |  0.589646 |  0.279426 |  9.10E-03 |      9.38 | 
|         5 |        74 |  1.44E-01 |  0.916122 |  0.944722 |      8.00 |      7.00 |  0.174309 |  0.152715 |  9.06E-03 |      9.61 | 
|         5 |       111 |  1.37E-01 |  0.914867 |  0.944722 |      8.00 |      7.00 |  0.279600 |  0.162494 |  9.02E-03 |      9.84 | 
|         5 |       148 |  1.37E-01 |  0.898772 |  0.944722 |      8.00 |      7.00 |  0.131388 |  0.082054 |  8.98E-03 |     10.07 | 
|         5 |       185 |  1.38E-01 |  0.914369 |  0.944722 |      8.00 |      7.00 |  0.475770 |  0.236005 |  8.94E-03 |     10.30 | 
|         5 |       222 |  1.41E-01 |  0.889078 |  0.944722 |      8.00 |      7.00 |  0.411174 |  0.191074 |  8.90E-03 |     10.53 | 
|         5 |       259 |  1.40E-01 |  0.902393 |  0.944722 |      8.00 |      7.00 |  0.758486 |  0.439788 |  8.86E-03 |     10.75 | 
|         5 |       296 |  1.43E-01 |  0.921876 |  0.944722 |      8.00 |      7.00 |  0.756926 |  0.469235 |  8.82E-03 |     10.98 | 
|         5 |       333 |  1.41E-01 |  0.924917 |  0.944722 |      8.00 |      7.00 |  2.482741 |  1.157044 |  8.77E-03 |     11.21 | 
|         5 |       370 |  1.39E-01 |  0.885142 |  0.944722 |      8.00 |      7.00 |  0.225478 |  0.131628 |  8.73E-03 |     11.44 | 
|         5 |       407 |  1.39E-01 |  0.925500 |  0.944722 |      8.00 |      7.00 |  0.667693 |  0.393328 |  8.68E-03 |     11.66 | 
|         6 |        37 |  1.68E-01 |  0.901324 |  0.944722 |      8.00 |      7.00 |  1.622217 |  0.507690 |  8.64E-03 |     11.78 | 
|         6 |        74 |  1.46E-01 |  0.894058 |  0.944722 |      8.00 |      7.00 |  0.486319 |  0.424870 |  8.59E-03 |     12.00 | 
|         6 |       111 |  1.34E-01 |  0.879737 |  0.944722 |      8.00 |      7.00 |  0.594705 |  0.245060 |  8.54E-03 |     12.21 | 
|         6 |       148 |  1.33E-01 |  0.879140 |  0.944722 |      8.00 |      7.00 |  0.532538 |  0.500787 |  8.50E-03 |     12.43 | 
|         6 |       185 |  1.32E-01 |  0.913875 |  0.944722 |      8.00 |      7.00 |  0.534564 |  0.570482 |  8.45E-03 |     12.65 | 
|         6 |       222 |  1.28E-01 |  0.887475 |  0.944722 |      8.00 |      7.00 |  0.155889 |  0.116902 |  8.40E-03 |     12.87 | 
|         6 |       259 |  1.24E-01 |  0.901873 |  0.944722 |      8.00 |      7.00 |  0.286185 |  0.137990 |  8.35E-03 |     13.09 | 
|         6 |       296 |  1.23E-01 |  0.893969 |  0.944722 |      8.00 |      7.00 |  0.260748 |  0.142116 |  8.30E-03 |     13.31 | 
|         6 |       333 |  1.21E-01 |  0.913813 |  0.944722 |      8.00 |      7.00 |  0.270243 |  0.205465 |  8.25E-03 |     13.53 | 
|         6 |       370 |  1.20E-01 |  0.895698 |  0.944722 |      8.00 |      7.00 |  0.503764 |  0.415854 |  8.20E-03 |     13.75 | 
|         6 |       407 |  1.21E-01 |  0.926697 |  0.944722 |      8.00 |      7.00 |  0.302042 |  0.195804 |  8.15E-03 |     13.97 | 
|         7 |        37 |  1.11E-01 |  0.915870 |  0.944722 |      8.00 |      7.00 |  0.241359 |  0.201573 |  8.09E-03 |     14.08 | 
|         7 |        74 |  1.10E-01 |  0.900376 |  0.944722 |      8.00 |      7.00 |  0.168415 |  0.136210 |  8.04E-03 |     14.30 | 
|         7 |       111 |  1.08E-01 |  0.898279 |  0.944722 |      8.00 |      7.00 |  0.379638 |  0.136309 |  7.99E-03 |     14.52 | 
|         7 |       148 |  1.08E-01 |  0.880514 |  0.944722 |      8.00 |      7.00 |  0.469690 |  0.239711 |  7.93E-03 |     14.74 | 
|         7 |       185 |  1.11E-01 |  0.915235 |  0.944722 |      8.00 |      7.00 |  0.488861 |  0.278192 |  7.88E-03 |     14.96 | 
|         7 |       222 |  1.11E-01 |  0.878365 |  0.944722 |      8.00 |      7.00 |  0.238966 |  0.224045 |  7.82E-03 |     15.17 | 
|         7 |       259 |  1.12E-01 |  0.860052 |  0.944722 |      8.00 |      7.00 |  0.339981 |  0.248096 |  7.77E-03 |     15.39 | 
|         7 |       296 |  1.11E-01 |  0.887091 |  0.944722 |      8.00 |      7.00 |  0.287140 |  0.190273 |  7.71E-03 |     15.61 | 
|         7 |       333 |  1.10E-01 |  0.883034 |  0.944722 |      8.00 |      7.00 |  0.249920 |  0.073820 |  7.66E-03 |     15.83 | 
|         7 |       370 |  1.09E-01 |  0.902902 |  0.944722 |      8.00 |      7.00 |  0.242497 |  0.199243 |  7.60E-03 |     16.05 | 
|         7 |       407 |  1.09E-01 |  0.894287 |  0.944722 |      8.00 |      7.00 |  0.274067 |  0.194082 |  7.54E-03 |     16.27 | 
|         8 |        37 |  1.04E-01 |  0.905963 |  0.944722 |      8.00 |      7.00 |  0.537859 |  0.304508 |  7.49E-03 |     16.38 | 
|         8 |        74 |  1.05E-01 |  0.904556 |  0.944722 |      8.00 |      7.00 |  0.155947 |  0.114402 |  7.43E-03 |     16.60 | 
|         8 |       111 |  1.01E-01 |  0.885149 |  0.944722 |      8.00 |      7.00 |  0.128584 |  0.113859 |  7.37E-03 |     16.82 | 
|         8 |       148 |  1.00E-01 |  0.919726 |  0.944722 |      8.00 |      7.00 |  0.211821 |  0.099848 |  7.31E-03 |     17.04 | 
|         8 |       185 |  1.02E-01 |  0.880027 |  0.944722 |      8.00 |      7.00 |  0.292826 |  0.130326 |  7.25E-03 |     17.26 | 
|         8 |       222 |  1.04E-01 |  0.881720 |  0.944722 |      8.00 |      7.00 |  0.141107 |  0.121401 |  7.19E-03 |     17.48 | 
|         8 |       259 |  1.05E-01 |  0.907811 |  0.944722 |      8.00 |      7.00 |  0.287699 |  0.140292 |  7.13E-03 |     17.70 | 
|         8 |       296 |  1.05E-01 |  0.875245 |  0.944722 |      8.00 |      7.00 |  0.377582 |  0.173604 |  7.07E-03 |     17.91 | 
|         8 |       333 |  1.05E-01 |  0.871148 |  0.944722 |      8.00 |      7.00 |  0.154691 |  0.143669 |  7.01E-03 |     18.13 | 
|         8 |       370 |  1.05E-01 |  0.899798 |  0.944722 |      8.00 |      7.00 |  0.283910 |  0.187444 |  6.95E-03 |     18.35 | 
|         8 |       407 |  1.04E-01 |  0.892355 |  0.944722 |      8.00 |      7.00 |  0.237541 |  0.153901 |  6.89E-03 |     18.57 | 
|         9 |        37 |  1.12E-01 |  0.894692 |  0.944722 |      8.00 |      7.00 |  0.187357 |  0.109126 |  6.83E-03 |     18.68 | 
|         9 |        74 |  1.04E-01 |  0.847628 |  0.944722 |      8.00 |      7.00 |  0.161133 |  0.153188 |  6.77E-03 |     18.90 | 
|         9 |       111 |  1.04E-01 |  0.884441 |  0.944722 |      8.00 |      7.00 |  0.442581 |  0.339200 |  6.71E-03 |     19.12 | 
|         9 |       148 |  1.04E-01 |  0.914865 |  0.944722 |      8.00 |      7.00 |  0.271699 |  0.255079 |  6.64E-03 |     19.34 | 
|         9 |       185 |  1.02E-01 |  0.925865 |  0.944722 |      8.00 |      7.00 |  1.376514 |  0.082154 |  6.58E-03 |     19.56 | 
|         9 |       222 |  1.02E-01 |  0.883843 |  0.944722 |      8.00 |      7.00 |  0.770288 |  0.136422 |  6.52E-03 |     19.78 | 
|         9 |       259 |  1.03E-01 |  0.888059 |  0.944722 |      8.00 |      7.00 |  0.349623 |  0.178300 |  6.46E-03 |     20.00 | 
|         9 |       296 |  1.03E-01 |  0.898716 |  0.944722 |      8.00 |      7.00 |  0.317073 |  0.242525 |  6.39E-03 |     20.22 | 
|         9 |       333 |  1.03E-01 |  0.912394 |  0.944722 |      8.00 |      7.00 |  0.436444 |  0.285883 |  6.33E-03 |     20.44 | 
|         9 |       370 |  1.01E-01 |  0.912139 |  0.944722 |      8.00 |      7.00 |  0.396765 |  0.185767 |  6.27E-03 |     20.66 | 
|         9 |       407 |  9.99E-02 |  0.916184 |  0.944722 |      8.00 |      7.00 |  0.178572 |  0.126625 |  6.20E-03 |     20.89 | 
|        10 |        37 |  9.81E-02 |  0.911517 |  0.944722 |      8.00 |      7.00 |  0.286794 |  0.208892 |  6.14E-03 |     21.01 | 
|        10 |        74 |  8.92E-02 |  0.922266 |  0.944722 |      8.00 |      7.00 |  1.023514 |  0.413850 |  6.08E-03 |     21.23 | 
|        10 |       111 |  8.43E-02 |  0.935228 |  0.944722 |      8.00 |      7.00 |  0.233871 |  0.162234 |  6.01E-03 |     21.46 | 
|        10 |       148 |  7.82E-02 |  0.935502 |  0.944722 |      8.00 |      7.00 |  0.132307 |  0.072408 |  5.95E-03 |     21.68 | 
|        10 |       185 |  7.75E-02 |  0.939192 |  0.944722 |      8.00 |      7.00 |  0.222037 |  0.108490 |  5.89E-03 |     21.90 | 
|        10 |       222 |  7.59E-02 |  0.911994 |  0.944722 |      8.00 |      7.00 |  0.769806 |  0.496656 |  5.82E-03 |     22.12 | 
|        10 |       259 |  7.19E-02 |  0.927066 |  0.944722 |      8.00 |      7.00 |  0.488837 |  0.340972 |  5.76E-03 |     22.34 | 
|        10 |       296 |  6.84E-02 |  0.917771 |  0.944722 |      8.00 |      7.00 |  0.325699 |  0.269967 |  5.69E-03 |     22.56 | 
|        10 |       333 |  6.66E-02 |  0.925882 |  0.944722 |      8.00 |      7.00 |  0.488430 |  0.215596 |  5.63E-03 |     22.77 | 
|        10 |       370 |  6.58E-02 |  0.934607 |  0.944722 |      8.00 |      7.00 |  0.944921 |  0.604574 |  5.57E-03 |     22.99 | 
|        10 |       407 |  6.48E-02 |  0.944476 |  0.944722 |      8.00 |      7.00 |  1.055909 |  0.913483 |  5.50E-03 |     23.21 | 
|        11 |        37 |  4.22E-02 |  0.934291 |  0.944722 |      8.00 |      7.00 |  0.342270 |  0.149525 |  5.44E-03 |     23.33 | 
|        11 |        74 |  5.07E-02 |  0.942896 |  0.944722 |      8.00 |      7.00 |  1.781652 |  0.774214 |  5.37E-03 |     23.55 | 
