*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Feb 16 19:24:05 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.92E-01 |  0.935779 |  0.935779 |      8.00 |      7.00 |  0.089591 |  0.299668 |  1.00E-02 |      0.12 | 
|         1 |        74 |  9.73E-01 |  0.938227 |  0.938227 |      8.00 |      7.00 |  0.051195 |  0.178789 |  1.00E-02 |      0.34 | 
|         1 |       111 |  9.88E-01 |  0.937933 |  0.938227 |      8.00 |      7.00 |  0.064600 |  0.242251 |  1.00E-02 |      0.57 | 
|         1 |       148 |  9.88E-01 |  0.937786 |  0.938227 |      8.00 |      7.00 |  0.044494 |  0.186145 |  9.99E-03 |      0.80 | 
|         1 |       185 |  9.86E-01 |  0.933901 |  0.938227 |      8.00 |      7.00 |  0.060672 |  0.284229 |  9.99E-03 |      1.03 | 
|         1 |       222 |  9.98E-01 |  0.934924 |  0.938227 |      8.00 |      7.00 |  0.045172 |  0.229377 |  9.98E-03 |      1.27 | 
|         1 |       259 |  9.96E-01 |  0.932244 |  0.938227 |      8.00 |      7.00 |  0.248394 |  0.159055 |  9.98E-03 |      1.50 | 
|         1 |       296 |  9.67E-01 |  0.927148 |  0.938227 |      8.00 |      7.00 |  0.152152 |  0.202591 |  9.97E-03 |      1.72 | 
|         1 |       333 |  9.30E-01 |  0.912164 |  0.938227 |      8.00 |      7.00 |  0.111440 |  0.155020 |  9.96E-03 |      1.94 | 
|         1 |       370 |  8.88E-01 |  0.944619 |  0.944619 |      8.00 |      7.00 |  0.401220 |  0.312233 |  9.95E-03 |      2.16 | 
|         1 |       407 |  8.47E-01 |  0.950751 |  0.950751 |      8.00 |      7.00 |  0.804526 |  0.816425 |  9.94E-03 |      2.38 | 
|         2 |        37 |  4.48E-01 |  0.948956 |  0.950751 |      8.00 |      7.00 |  0.379788 |  0.256475 |  9.93E-03 |      2.50 | 
|         2 |        74 |  4.72E-01 |  0.953791 |  0.953791 |      8.00 |      7.00 |  0.432036 |  0.203355 |  9.92E-03 |      2.72 | 
|         2 |       111 |  4.50E-01 |  0.951036 |  0.953791 |      8.00 |      7.00 |  0.222946 |  0.283219 |  9.91E-03 |      2.95 | 
|         2 |       148 |  4.29E-01 |  0.945755 |  0.953791 |      8.00 |      7.00 |  0.245364 |  0.383355 |  9.90E-03 |      3.17 | 
|         2 |       185 |  4.16E-01 |  0.950400 |  0.953791 |      8.00 |      7.00 |  0.324376 |  0.413897 |  9.88E-03 |      3.39 | 
|         2 |       222 |  4.11E-01 |  0.954661 |  0.954661 |      8.00 |      7.00 |  0.156514 |  0.176686 |  9.87E-03 |      3.62 | 
|         2 |       259 |  4.33E-01 |  0.953019 |  0.954661 |      8.00 |      7.00 |  0.322931 |  0.364218 |  9.85E-03 |      3.84 | 
|         2 |       296 |  4.29E-01 |  0.948856 |  0.954661 |      8.00 |      7.00 |  0.269365 |  0.247356 |  9.84E-03 |      4.07 | 
|         2 |       333 |  4.35E-01 |  0.940881 |  0.954661 |      8.00 |      7.00 |  0.215327 |  0.240580 |  9.82E-03 |      4.29 | 
|         2 |       370 |  4.30E-01 |  0.944844 |  0.954661 |      8.00 |      7.00 |  0.075455 |  0.109094 |  9.80E-03 |      4.52 | 
|         2 |       407 |  4.26E-01 |  0.946668 |  0.954661 |      8.00 |      7.00 |  0.302355 |  0.308712 |  9.78E-03 |      4.73 | 
|         3 |        37 |  3.40E-01 |  0.949404 |  0.954661 |      8.00 |      7.00 |  0.093374 |  0.110046 |  9.76E-03 |      4.85 | 
|         3 |        74 |  3.62E-01 |  0.946099 |  0.954661 |      8.00 |      7.00 |  0.338026 |  0.697566 |  9.74E-03 |      5.07 | 
|         3 |       111 |  3.73E-01 |  0.946522 |  0.954661 |      8.00 |      7.00 |  0.096240 |  0.122480 |  9.72E-03 |      5.28 | 
|         3 |       148 |  3.59E-01 |  0.937573 |  0.954661 |      8.00 |      7.00 |  0.299424 |  0.329569 |  9.69E-03 |      5.49 | 
|         3 |       185 |  3.69E-01 |  0.958332 |  0.958332 |      8.00 |      7.00 |  0.228734 |  0.308150 |  9.67E-03 |      5.71 | 
|         3 |       222 |  3.81E-01 |  0.919550 |  0.958332 |      8.00 |      7.00 |  0.911225 |  0.817736 |  9.65E-03 |      5.92 | 
|         3 |       259 |  3.76E-01 |  0.931509 |  0.958332 |      8.00 |      7.00 |  0.176743 |  0.215793 |  9.62E-03 |      6.13 | 
|         3 |       296 |  3.58E-01 |  0.924820 |  0.958332 |      8.00 |      7.00 |  0.628874 |  0.526488 |  9.59E-03 |      6.34 | 
|         3 |       333 |  3.51E-01 |  0.938180 |  0.958332 |      8.00 |      7.00 |  0.411639 |  0.390819 |  9.57E-03 |      6.56 | 
|         3 |       370 |  3.57E-01 |  0.932571 |  0.958332 |      8.00 |      7.00 |  1.249641 |  0.498276 |  9.54E-03 |      6.77 | 
|         3 |       407 |  3.46E-01 |  0.933133 |  0.958332 |      8.00 |      7.00 |  0.682939 |  0.361473 |  9.51E-03 |      6.98 | 
|         4 |        37 |  1.82E-01 |  0.911636 |  0.958332 |      8.00 |      7.00 |  0.491448 |  0.385991 |  9.48E-03 |      7.10 | 
|         4 |        74 |  1.76E-01 |  0.920874 |  0.958332 |      8.00 |      7.00 |  0.482795 |  0.259026 |  9.45E-03 |      7.31 | 
|         4 |       111 |  1.69E-01 |  0.915842 |  0.958332 |      8.00 |      7.00 |  0.245673 |  0.171742 |  9.42E-03 |      7.53 | 
|         4 |       148 |  1.62E-01 |  0.934876 |  0.958332 |      8.00 |      7.00 |  1.696459 |  0.182044 |  9.39E-03 |      7.75 | 
|         4 |       185 |  1.61E-01 |  0.898039 |  0.958332 |      8.00 |      7.00 |  0.227388 |  0.163207 |  9.35E-03 |      7.97 | 
|         4 |       222 |  1.56E-01 |  0.903448 |  0.958332 |      8.00 |      7.00 |  0.360762 |  0.216510 |  9.32E-03 |      8.18 | 
|         4 |       259 |  1.57E-01 |  0.913217 |  0.958332 |      8.00 |      7.00 |  0.500995 |  0.106835 |  9.29E-03 |      8.40 | 
|         4 |       296 |  1.55E-01 |  0.917785 |  0.958332 |      8.00 |      7.00 |  0.903616 |  0.114032 |  9.25E-03 |      8.62 | 
|         4 |       333 |  1.53E-01 |  0.913626 |  0.958332 |      8.00 |      7.00 |  0.202341 |  0.091311 |  9.21E-03 |      8.84 | 
|         4 |       370 |  1.52E-01 |  0.919214 |  0.958332 |      8.00 |      7.00 |  0.233507 |  0.175185 |  9.18E-03 |      9.06 | 
|         4 |       407 |  1.51E-01 |  0.867165 |  0.958332 |      8.00 |      7.00 |  0.201718 |  0.176500 |  9.14E-03 |      9.27 | 
|         5 |        37 |  1.23E-01 |  0.884576 |  0.958332 |      8.00 |      7.00 |  0.535456 |  0.173241 |  9.10E-03 |      9.39 | 
|         5 |        74 |  1.22E-01 |  0.880394 |  0.958332 |      8.00 |      7.00 |  0.189884 |  0.112350 |  9.06E-03 |      9.61 | 
|         5 |       111 |  1.28E-01 |  0.877634 |  0.958332 |      8.00 |      7.00 |  0.185383 |  0.135489 |  9.02E-03 |      9.83 | 
|         5 |       148 |  1.27E-01 |  0.891680 |  0.958332 |      8.00 |      7.00 |  0.878265 |  0.159890 |  8.98E-03 |     10.05 | 
|         5 |       185 |  1.27E-01 |  0.856463 |  0.958332 |      8.00 |      7.00 |  0.285341 |  0.137554 |  8.94E-03 |     10.27 | 
|         5 |       222 |  1.24E-01 |  0.895601 |  0.958332 |      8.00 |      7.00 |  0.154829 |  0.112171 |  8.90E-03 |     10.49 | 
|         5 |       259 |  1.23E-01 |  0.888713 |  0.958332 |      8.00 |      7.00 |  0.204185 |  0.104031 |  8.86E-03 |     10.71 | 
