*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Feb 16 19:18:45 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        37 |  9.88E-01 |  0.937355 |  0.937355 |      8.00 |      7.00 |  0.088582 |  0.285559 |  1.00E-02 |      0.12 | 
|         1 |        74 |  9.85E-01 |  0.935904 |  0.937355 |      8.00 |      7.00 |  0.071051 |  0.264357 |  1.00E-02 |      0.35 | 
|         1 |       111 |  1.02E+00 |  0.936662 |  0.937355 |      8.00 |      7.00 |  0.080086 |  0.288918 |  1.00E-02 |      0.57 | 
|         1 |       148 |  9.55E-01 |  0.939838 |  0.939838 |      8.00 |      7.00 |  0.377919 |  0.204411 |  9.99E-03 |      0.80 | 
|         1 |       185 |  8.95E-01 |  0.943979 |  0.943979 |      8.00 |      7.00 |  0.515402 |  0.468596 |  9.99E-03 |      1.02 | 
|         1 |       222 |  8.29E-01 |  0.923971 |  0.943979 |      8.00 |      7.00 |  0.563524 |  0.228104 |  9.98E-03 |      1.24 | 
|         1 |       259 |  7.43E-01 |  0.918085 |  0.943979 |      8.00 |      7.00 |  0.390819 |  0.314144 |  9.98E-03 |      1.46 | 
|         1 |       296 |  6.73E-01 |  0.924526 |  0.943979 |      8.00 |      7.00 |  0.259855 |  0.196796 |  9.97E-03 |      1.69 | 
|         1 |       333 |  6.15E-01 |  0.920309 |  0.943979 |      8.00 |      7.00 |  0.223989 |  0.163647 |  9.96E-03 |      1.93 | 
|         1 |       370 |  5.70E-01 |  0.861396 |  0.943979 |      8.00 |      7.00 |  0.468207 |  0.383944 |  9.95E-03 |      2.16 | 
|         1 |       407 |  5.32E-01 |  0.895891 |  0.943979 |      8.00 |      7.00 |  1.032671 |  0.470345 |  9.94E-03 |      2.39 | 
|         2 |        37 |  2.24E-01 |  0.922976 |  0.943979 |      8.00 |      7.00 |  0.330791 |  0.158961 |  9.93E-03 |      2.51 | 
|         2 |        74 |  1.95E-01 |  0.907356 |  0.943979 |      8.00 |      7.00 |  0.221241 |  0.142235 |  9.92E-03 |      2.74 | 
|         2 |       111 |  1.79E-01 |  0.890060 |  0.943979 |      8.00 |      7.00 |  0.246627 |  0.231126 |  9.91E-03 |      2.97 | 
|         2 |       148 |  1.73E-01 |  0.927164 |  0.943979 |      8.00 |      7.00 |  0.165957 |  0.136625 |  9.90E-03 |      3.20 | 
|         2 |       185 |  1.65E-01 |  0.916569 |  0.943979 |      8.00 |      7.00 |  0.140086 |  0.081564 |  9.88E-03 |      3.43 | 
|         2 |       222 |  1.60E-01 |  0.891560 |  0.943979 |      8.00 |      7.00 |  0.419522 |  0.392732 |  9.87E-03 |      3.66 | 
|         2 |       259 |  1.55E-01 |  0.869579 |  0.943979 |      8.00 |      7.00 |  0.122704 |  0.095787 |  9.85E-03 |      3.89 | 
|         2 |       296 |  1.52E-01 |  0.876887 |  0.943979 |      8.00 |      7.00 |  0.099955 |  0.101691 |  9.84E-03 |      4.12 | 
|         2 |       333 |  1.53E-01 |  0.883915 |  0.943979 |      8.00 |      7.00 |  0.220352 |  0.143965 |  9.82E-03 |      4.35 | 
|         2 |       370 |  1.50E-01 |  0.888616 |  0.943979 |      8.00 |      7.00 |  0.179054 |  0.063206 |  9.80E-03 |      4.58 | 
|         2 |       407 |  1.47E-01 |  0.886928 |  0.943979 |      8.00 |      7.00 |  0.213893 |  0.103839 |  9.78E-03 |      4.80 | 
|         3 |        37 |  1.37E-01 |  0.887046 |  0.943979 |      8.00 |      7.00 |  0.159066 |  0.155300 |  9.76E-03 |      4.92 | 
|         3 |        74 |  1.26E-01 |  0.904365 |  0.943979 |      8.00 |      7.00 |  0.406035 |  0.163280 |  9.74E-03 |      5.14 | 
|         3 |       111 |  1.23E-01 |  0.870843 |  0.943979 |      8.00 |      7.00 |  0.316974 |  0.102633 |  9.72E-03 |      5.36 | 
|         3 |       148 |  1.20E-01 |  0.884105 |  0.943979 |      8.00 |      7.00 |  0.260519 |  0.295944 |  9.69E-03 |      5.58 | 
|         3 |       185 |  1.20E-01 |  0.900258 |  0.943979 |      8.00 |      7.00 |  0.350602 |  0.153379 |  9.67E-03 |      5.80 | 
|         3 |       222 |  1.19E-01 |  0.892028 |  0.943979 |      8.00 |      7.00 |  0.104498 |  0.120250 |  9.65E-03 |      6.02 | 
|         3 |       259 |  1.19E-01 |  0.848218 |  0.943979 |      8.00 |      7.00 |  0.185112 |  0.160813 |  9.62E-03 |      6.24 | 
|         3 |       296 |  1.19E-01 |  0.853127 |  0.943979 |      8.00 |      7.00 |  0.260427 |  0.260538 |  9.59E-03 |      6.46 | 
|         3 |       333 |  1.57E-01 |  0.945656 |  0.945656 |      8.00 |      7.00 |  0.176594 |  0.132299 |  9.57E-03 |      6.69 | 
|         3 |       370 |  1.91E-01 |  0.942921 |  0.945656 |      8.00 |      7.00 |  0.695487 |  0.492663 |  9.54E-03 |      6.92 | 
|         3 |       407 |  1.98E-01 |  0.921915 |  0.945656 |      8.00 |      7.00 |  0.721327 |  0.308246 |  9.51E-03 |      7.15 | 
|         4 |        37 |  2.00E-01 |  0.935837 |  0.945656 |      8.00 |      7.00 |  0.301482 |  0.237620 |  9.48E-03 |      7.27 | 
|         4 |        74 |  1.77E-01 |  0.926775 |  0.945656 |      8.00 |      7.00 |  0.220072 |  0.180491 |  9.45E-03 |      7.50 | 
|         4 |       111 |  1.73E-01 |  0.928287 |  0.945656 |      8.00 |      7.00 |  0.915862 |  0.358027 |  9.42E-03 |      7.73 | 
