*************************************************************************************************************************************
|      ITER |        MB |        LE |        VM |       BVM |        IF |        IB |       MAW |       MAB |        LR |        ET | Fri Mar  8 21:17:03 2024 
-------------------------------------------------------------------------------------------------------------------------------------
|         1 |        74 |  5.58E-01 |  0.878518 |  0.878518 |     15.03 |     14.74 |  0.257254 |  0.353267 |  1.00E-02 |      0.16 | 
|         1 |       148 |  3.80E-01 |  0.892442 |  0.892442 |     15.51 |     15.11 |  0.152353 |  0.181252 |  1.00E-02 |      0.65 | 
|         1 |       222 |  2.99E-01 |  0.897844 |  0.897844 |     15.68 |     15.37 |  0.122093 |  0.167358 |  1.00E-02 |      1.16 | 
|         1 |       296 |  2.61E-01 |  0.895915 |  0.897844 |     15.78 |     15.32 |  0.578518 |  0.749074 |  9.99E-03 |      1.68 | 
|         1 |       370 |  2.29E-01 |  0.900319 |  0.900319 |     15.86 |     15.24 |  0.178824 |  0.175973 |  9.99E-03 |      2.19 | 
|         1 |       444 |  2.05E-01 |  0.904490 |  0.904490 |     15.95 |     15.12 |  0.159806 |  0.161469 |  9.98E-03 |      2.69 | 
|         1 |       518 |  1.85E-01 |  0.901763 |  0.904490 |     16.04 |     15.03 |  0.281476 |  0.302265 |  9.98E-03 |      3.20 | 
|         1 |       592 |  1.71E-01 |  0.899714 |  0.904490 |     16.15 |     14.99 |  0.241229 |  0.254556 |  9.97E-03 |      3.71 | 
|         1 |       666 |  1.57E-01 |  0.896427 |  0.904490 |     16.29 |     15.02 |  0.224153 |  0.256793 |  9.96E-03 |      4.24 | 
|         1 |       740 |  1.48E-01 |  0.884164 |  0.904490 |     16.44 |     15.09 |  0.762058 |  0.838276 |  9.96E-03 |      4.82 | 
|         1 |       814 |  1.41E-01 |  0.908897 |  0.908897 |     16.56 |     15.14 |  0.292171 |  0.299945 |  9.95E-03 |      5.36 | 
|         1 |       823 |  1.40E-01 |  0.885485 |  0.908897 |     16.57 |     15.14 |  0.169348 |  0.154042 |  9.94E-03 |      5.79 | 
|         2 |        74 |  6.82E-02 |  0.898195 |  0.908897 |     17.55 |     16.20 |  0.197546 |  0.197897 |  9.93E-03 |      5.96 | 
|         2 |       148 |  8.60E-02 |  0.889761 |  0.908897 |     17.33 |     16.02 |  0.191160 |  0.186012 |  9.92E-03 |      6.52 | 
|         2 |       222 |  7.11E-02 |  0.885862 |  0.908897 |     17.40 |     16.05 |  0.394544 |  0.379300 |  9.91E-03 |      7.06 | 
|         2 |       296 |  6.44E-02 |  0.893437 |  0.908897 |     17.54 |     16.20 |  0.168374 |  0.162311 |  9.90E-03 |      7.62 | 
|         2 |       370 |  5.98E-02 |  0.918633 |  0.918633 |     17.71 |     16.23 |  0.569180 |  0.508882 |  9.88E-03 |      8.18 | 
|         2 |       444 |  6.33E-02 |  0.890094 |  0.918633 |     17.72 |     16.25 |  0.215005 |  0.195245 |  9.87E-03 |      8.73 | 
|         2 |       518 |  5.94E-02 |  0.890098 |  0.918633 |     17.79 |     16.29 |  0.467587 |  0.430666 |  9.85E-03 |      9.26 | 
|         2 |       592 |  5.60E-02 |  0.863487 |  0.918633 |     17.91 |     16.37 |  0.106737 |  0.093488 |  9.84E-03 |      9.82 | 
|         2 |       666 |  5.47E-02 |  0.879216 |  0.918633 |     18.07 |     16.48 |  0.107494 |  0.080353 |  9.82E-03 |     10.40 | 
|         2 |       740 |  5.13E-02 |  0.884726 |  0.918633 |     18.20 |     16.56 |  0.186333 |  0.170202 |  9.80E-03 |     10.95 | 
|         2 |       814 |  4.84E-02 |  0.879653 |  0.918633 |     18.32 |     16.60 |  0.120713 |  0.111183 |  9.78E-03 |     11.51 | 
|         2 |       823 |  4.80E-02 |  0.882267 |  0.918633 |     18.33 |     16.61 |  0.118684 |  0.101934 |  9.78E-03 |     11.93 | 
|         3 |        74 |  3.17E-02 |  0.876602 |  0.918633 |     19.50 |     17.15 |  0.227357 |  0.126838 |  9.76E-03 |     12.11 | 
|         3 |       148 |  2.78E-02 |  0.917647 |  0.918633 |     19.41 |     17.18 |  0.524666 |  0.204472 |  9.74E-03 |     12.66 | 
|         3 |       222 |  2.61E-02 |  0.882204 |  0.918633 |     19.53 |     17.25 |  0.239397 |  0.200321 |  9.72E-03 |     13.30 | 
|         3 |       296 |  2.37E-02 |  0.894458 |  0.918633 |     19.59 |     17.27 |  0.099505 |  0.064523 |  9.69E-03 |     13.91 | 
|         3 |       370 |  2.57E-02 |  0.883154 |  0.918633 |     19.59 |     17.30 |  0.315262 |  0.224575 |  9.67E-03 |     14.51 | 
|         3 |       444 |  2.46E-02 |  0.882074 |  0.918633 |     19.59 |     17.24 |  0.127461 |  0.115829 |  9.65E-03 |     15.10 | 
|         3 |       518 |  2.53E-02 |  0.873605 |  0.918633 |     19.57 |     17.19 |  0.186094 |  0.167633 |  9.62E-03 |     15.70 | 
|         3 |       592 |  2.76E-02 |  0.904558 |  0.918633 |     19.61 |     17.25 |  0.135868 |  0.129886 |  9.60E-03 |     16.31 | 
|         3 |       666 |  2.82E-02 |  0.870597 |  0.918633 |     19.60 |     17.25 |  0.581375 |  0.185292 |  9.57E-03 |     16.91 | 
|         3 |       740 |  2.69E-02 |  0.884658 |  0.918633 |     19.60 |     17.23 |  0.119476 |  0.105701 |  9.54E-03 |     17.51 | 
|         3 |       814 |  2.56E-02 |  0.893449 |  0.918633 |     19.62 |     17.23 |  0.240008 |  0.232008 |  9.51E-03 |     18.11 | 
|         3 |       823 |  2.55E-02 |  0.877079 |  0.918633 |     19.62 |     17.23 |  0.154040 |  0.115222 |  9.51E-03 |     18.56 | 
|         4 |        74 |  1.19E-02 |  0.865471 |  0.918633 |     19.80 |     17.18 |  0.250069 |  0.234222 |  9.48E-03 |     18.76 | 
|         4 |       148 |  1.61E-02 |  0.908559 |  0.918633 |     19.89 |     17.44 |  0.296336 |  0.272819 |  9.45E-03 |     19.38 | 
|         4 |       222 |  1.64E-02 |  0.880339 |  0.918633 |     19.95 |     17.51 |  0.190694 |  0.169970 |  9.42E-03 |     20.02 | 
